Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
acorked,N,7,"['a', 'cor', 'ked']",2,0.57,602.74,0.97
acqure,N,6,"['a', 'c', 'qu', 're']",3,0.33,797.73,0.89
acqured,N,7,"['a', 'c', 'qu', 'red']",3,0.43,833.72,0.89
acreds,N,6,"['a', 'cre', 'd', 's']",3,0.33,631.29,0.97
acruist,N,7,"['a', 'cru', 'is', 't']",3,0.43,643.45,0.98
acsuakes,N,8,"['a', 'c', 's', 'u', 'ake', 's']",5,0.25,582.64,1.0
acter,N,5,"['act', 'er']",1,0.6,821.9,0.5
acters,N,6,"['act', 'er', 's']",2,0.5,787.91,0.6
actot,N,5,"['acto', 't']",1,0.6,610.97,0.95
acung,N,5,"['a', 'c', 'un', 'g']",3,0.2,563.81,1.0
adaints,N,7,"['a', 'd', 'a', 'in', 't', 's']",5,0.14,642.22,1.0
adbells,N,7,"['a', 'd', 'bell', 's']",3,0.43,574.81,0.98
adbly,N,5,"['a', 'd', 'b', 'ly']",3,0.2,607.84,1.0
adbries,N,7,"['a', 'd', 'bri', 'e', 's']",4,0.29,602.46,1.0
adbu,N,4,"['a', 'd', 'bu']",2,0.25,541.92,1.0
adbys,N,5,"['a', 'd', 'by', 's']",3,0.2,541.7,0.97
adcorb,N,6,"['a', 'd', 'cor', 'b']",3,0.33,609.51,1.0
adcorbs,N,7,"['a', 'd', 'cor', 'b', 's']",4,0.29,607.72,1.0
adcorts,N,7,"['a', 'd', 'cor', 't', 's']",4,0.29,604.78,0.98
addal,N,5,"['a', 'd', 'd', 'al']",3,0.2,591.97,1.0
addaled,N,7,"['a', 'd', 'd', 'a', 'le', 'd']",5,0.14,671.53,0.98
addave,N,6,"['a', 'd', 'd', 'a', 've']",4,0.17,599.15,1.0
adday,N,5,"['a', 'd', 'day']",2,0.4,635.06,0.92
addeared,N,8,"['adde', 'are', 'd']",2,0.62,658.59,0.78
addend,N,6,"['adde', 'n', 'd']",2,0.5,680.94,0.92
addends,N,7,"['adde', 'n', 'd', 's']",3,0.43,666.84,0.84
addralt,N,7,"['a', 'd', 'd', 'r', 'al', 't']",5,0.14,620.76,1.0
addre,N,5,"['a', 'd', 'd', 're']",3,0.2,556.22,1.0
addume,N,6,"['a', 'd', 'du', 'me']",3,0.33,627.68,1.0
addunds,N,7,"['a', 'd', 'd', 'un', 'd', 's']",5,0.14,634.16,0.97
addured,N,7,"['a', 'd', 'du', 'red']",3,0.43,688.17,0.82
addushed,N,8,"['a', 'd', 'du', 'she', 'd']",4,0.38,659.53,1.0
adeen,N,5,"['a', 'de', 'en']",2,0.4,636.42,1.0
adfle,N,5,"['a', 'd', 'f', 'le']",3,0.2,525.95,1.0
adfler,N,6,"['a', 'd', 'f', 'l', 'er']",4,0.17,567.05,1.0
adfles,N,6,"['a', 'd', 'f', 'les']",3,0.33,564.0,1.0
adhands,N,7,"['a', 'd', 'hand', 's']",3,0.43,634.51,0.98
adhirds,N,7,"['a', 'd', 'hir', 'd', 's']",4,0.29,680.45,0.98
adhist,N,6,"['a', 'd', 'his', 't']",3,0.33,670.28,0.98
adiffs,N,6,"['a', 'd', 'if', 'f', 's']",4,0.17,558.92,1.0
adle,N,4,"['a', 'd', 'le']",2,0.25,710.69,0.7
adlears,N,7,"['a', 'd', 'le', 'ar', 's']",4,0.29,622.74,1.0
adleys,N,6,"['a', 'd', 'ley', 's']",3,0.33,609.58,1.0
adloss,N,6,"['a', 'd', 'los', 's']",3,0.33,591.3,1.0
adly,N,4,"['a', 'd', 'ly']",2,0.25,650.5,0.98
admar,N,5,"['a', 'd', 'mar']",2,0.4,562.56,1.0
admueurs,N,8,"['a', 'd', 'm', 'u', 'eurs']",4,0.38,600.62,1.0
admuffs,N,7,"['a', 'd', 'm', 'uff', 's']",4,0.29,679.13,1.0
admugned,N,8,"['a', 'd', 'm', 'u', 'gne', 'd']",5,0.25,648.45,1.0
admunds,N,7,"['a', 'd', 'm', 'un', 'd', 's']",5,0.14,661.49,0.98
admurst,N,7,"['a', 'd', 'mur', 's', 't']",4,0.29,655.3,1.0
adom,N,4,"['ado', 'm']",1,0.5,615.21,0.95
adsen,N,5,"['a', 'd', 's', 'en']",3,0.2,585.54,1.0
adstied,N,7,"['a', 'd', 's', 'tie', 'd']",4,0.29,694.92,1.0
adter,N,5,"['a', 'd', 'ter']",2,0.4,565.84,1.0
advioned,N,8,"['a', 'd', 'vi', 'one', 'd']",4,0.38,661.86,1.0
adwocked,N,8,"['a', 'd', 'w', 'o', 'c', 'ked']",5,0.25,606.15,1.0
adwoke,N,6,"['a', 'd', 'woke']",2,0.5,600.27,0.97
adwolds,N,7,"['a', 'd', 'w', 'old', 's']",4,0.29,617.05,1.0
adwosks,N,7,"['a', 'd', 'w', 'o', 's', 'k', 's']",6,0.0,582.67,1.0
adwouched,N,9,"['a', 'd', 'w', 'ouche', 'd']",4,0.44,632.37,1.0
adwourts,N,8,"['a', 'd', 'w', 'our', 't', 's']",5,0.25,608.76,1.0
aecher,N,6,"['a', 'e', 'cher']",2,0.5,555.28,1.0
aekom,N,5,"['a', 'e', 'kom']",2,0.4,560.42,1.0
aertion,N,7,"['a', 'er', 'tion']",2,0.57,581.34,0.97
aesful,N,6,"['a', 'e', 's', 'ful']",3,0.33,559.23,0.98
afalt,N,5,"['a', 'f', 'al', 't']",3,0.2,558.3,1.0
afas,N,4,"['a', 'f', 'a', 's']",3,0.0,561.63,1.0
afed,N,4,"['a', 'f', 'e', 'd']",3,0.0,564.97,1.0
afel,N,4,"['a', 'f', 'el']",2,0.25,537.61,0.97
afept,N,5,"['a', 'f', 'e', 'p', 't']",4,0.0,562.97,0.98
afepts,N,6,"['a', 'f', 'e', 'p', 't', 's']",5,0.0,539.28,1.0
aferes,N,6,"['a', 'fer', 'e', 's']",3,0.33,535.23,0.98
aferned,N,7,"['a', 'fer', 'n', 'e', 'd']",4,0.29,647.56,0.98
afes,N,4,"['a', 'f', 'e', 's']",3,0.0,561.44,1.0
affeal,N,6,"['aff', 'e', 'al']",2,0.5,664.11,0.92
affecks,N,7,"['aff', 'e', 'ck', 's']",3,0.43,721.91,0.87
affelts,N,7,"['aff', 'el', 't', 's']",3,0.43,548.22,1.0
affends,N,7,"['aff', 'en', 'd', 's']",3,0.43,697.44,0.75
afflane,N,7,"['aff', 'la', 'n', 'e']",3,0.43,614.0,0.89
afflarts,N,8,"['aff', 'la', 'r', 't', 's']",4,0.38,618.05,1.0
affolds,N,7,"['aff', 'old', 's']",2,0.57,713.03,0.84
affope,N,6,"['aff', 'op', 'e']",2,0.5,564.15,1.0
afforts,N,7,"['a', 'f', 'for', 't', 's']",4,0.29,763.75,0.8
affranes,N,8,"['aff', 'ran', 'e', 's']",3,0.5,616.7,0.97
affrins,N,7,"['aff', 'r', 'in', 's']",3,0.43,652.88,1.0
affrows,N,7,"['aff', 'row', 's']",2,0.57,617.69,0.95
affug,N,5,"['aff', 'u', 'g']",2,0.4,537.75,1.0
affund,N,6,"['aff', 'un', 'd']",2,0.5,633.97,1.0
affurned,N,8,"['aff', 'ur', 'n', 'e', 'd']",4,0.38,609.81,0.98
affuse,N,6,"['aff', 'use']",1,0.67,670.44,0.79
affuth,N,6,"['aff', 'u', 'th']",2,0.5,555.85,1.0
afia,N,4,"['a', 'fi', 'a']",2,0.25,612.31,0.97
afoins,N,6,"['a', 'f', 'o', 'in', 's']",4,0.17,557.78,1.0
afoods,N,6,"['a', 'food', 's']",2,0.5,585.03,1.0
afoys,N,5,"['a', 'f', 'o', 'y', 's']",4,0.0,547.24,0.98
afress,N,6,"['a', 'f', 're', 's', 's']",4,0.17,582.28,1.0
afrome,N,6,"['a', 'from', 'e']",2,0.5,592.1,1.0
afrons,N,6,"['a', 'f', 'ron', 's']",3,0.33,691.6,0.9
afrorm,N,6,"['a', 'fro', 'r', 'm']",3,0.33,655.62,0.98
afstint,N,7,"['a', 'f', 's', 't', 'in', 't']",5,0.14,532.1,1.0
aftus,N,5,"['a', 'f', 't', 'u', 's']",4,0.0,545.38,1.0
agbuct,N,6,"['ag', 'bu', 'c', 't']",3,0.33,602.06,0.95
agelier,N,7,"['age', 'lier']",1,0.71,736.78,1.0
agemess,N,7,"['age', 'mes', 's']",2,0.57,679.68,1.0
agfor,N,5,"['ag', 'for']",1,0.6,548.95,1.0
agfors,N,6,"['ag', 'for', 's']",2,0.5,539.55,1.0
aggect,N,6,"['ag', 'ge', 'c', 't']",3,0.33,596.92,1.0
aggess,N,6,"['ag', 'ge', 's', 's']",3,0.33,591.85,0.92
aggey,N,5,"['ag', 'ge', 'y']",2,0.4,626.95,1.0
aggeys,N,6,"['ag', 'ge', 'y', 's']",3,0.33,551.78,1.0
aggraimed,N,9,"['ag', 'gr', 'aime', 'd']",3,0.56,658.58,1.0
aggraims,N,8,"['ag', 'gra', 'i', 'm', 's']",4,0.38,643.46,1.0
aggrues,N,7,"['ag', 'g', 'rue', 's']",3,0.43,679.75,0.95
aghect,N,6,"['ag', 'he', 'c', 't']",3,0.33,544.65,1.0
aghonced,N,8,"['ag', 'h', 'once', 'd']",3,0.5,560.95,1.0
agift,N,5,"['a', 'gift']",1,0.6,652.38,0.97
agims,N,5,"['ag', 'i', 'm', 's']",3,0.2,550.95,1.0
agincts,N,7,"['ag', 'in', 'c', 't', 's']",4,0.29,595.9,1.0
agive,N,5,"['a', 'give']",1,0.6,644.72,1.0
agix,N,4,"['ag', 'ix']",1,0.5,577.87,1.0
agler,N,5,"['ag', 'l', 'er']",2,0.4,639.49,0.97
agok,N,4,"['ago', 'k']",1,0.5,573.68,0.97
agope,N,5,"['ag', 'op', 'e']",2,0.4,599.38,0.98
agright,N,7,"['ag', 'right']",1,0.71,693.71,1.0
agshess,N,7,"['ag', 'she', 's', 's']",3,0.43,600.73,1.0
agstess,N,7,"['ag', 's', 't', 'e', 's', 's']",5,0.14,587.44,0.98
agtrain,N,7,"['ag', 'train']",1,0.71,625.95,1.0
agtrained,N,9,"['ag', 'train', 'e', 'd']",3,0.56,650.52,1.0
agur,N,4,"['ag', 'ur']",1,0.5,618.79,0.85
ahoits,N,6,"['a', 'ho', 'its']",2,0.5,565.43,1.0
ahokes,N,6,"['a', 'ho', 'k', 'e', 's']",4,0.17,611.37,1.0
ahor,N,4,"['a', 'hor']",1,0.5,606.63,0.95
ahord,N,5,"['a', 'hor', 'd']",2,0.4,611.81,0.98
ahords,N,6,"['a', 'hor', 'd', 's']",3,0.33,612.18,0.95
ahries,N,6,"['a', 'h', 'ries']",2,0.5,555.47,1.0
ahun,N,4,"['a', 'hun']",1,0.5,585.02,1.0
aice,N,4,"['a', 'i', 'ce']",2,0.25,611.17,1.0
aices,N,5,"['a', 'i', 'ces']",2,0.4,599.32,1.0
aicipes,N,7,"['a', 'ici', 'p', 'e', 's']",4,0.29,566.43,0.97
aier,N,4,"['a', 'ier']",1,0.5,563.76,1.0
aight,N,5,"['a', 'igh', 't']",2,0.4,728.25,0.95
aights,N,6,"['a', 'igh', 't', 's']",3,0.33,694.39,0.92
ailpay,N,6,"['a', 'il', 'pay']",2,0.5,612.08,1.0
ailpays,N,7,"['a', 'il', 'pays']",2,0.57,682.45,1.0
ainfogue,N,8,"['a', 'in', 'f', 'o', 'gue']",4,0.38,602.15,1.0
ainlibes,N,8,"['a', 'in', 'lib', 'e', 's']",4,0.38,568.58,1.0
ains,N,4,"['a', 'in', 's']",2,0.25,637.21,0.95
aints,N,5,"['a', 'in', 't', 's']",3,0.2,655.97,0.92
aipse,N,5,"['a', 'i', 'p', 's', 'e']",4,0.0,559.0,0.95
aipsed,N,6,"['a', 'i', 'p', 's', 'e', 'd']",5,0.0,597.47,1.0
airclaps,N,8,"['air', 'c', 'la', 'p', 's']",4,0.38,679.23,0.9
airclime,N,8,"['air', 'c', 'lim', 'e']",3,0.5,638.74,1.0
airclimes,N,9,"['air', 'c', 'lim', 'e', 's']",4,0.44,656.49,0.97
airclip,N,7,"['air', 'clip']",1,0.71,784.29,0.66
aircul,N,6,"['air', 'cul']",1,0.67,662.92,1.0
airdess,N,7,"['air', 'de', 's', 's']",3,0.43,707.68,0.95
airdraw,N,7,"['air', 'draw']",1,0.71,703.65,0.8
airdraws,N,8,"['air', 'draw', 's']",2,0.62,751.83,0.79
airflails,N,9,"['air', 'f', 'la', 'il', 's']",4,0.44,713.84,1.0
airflift,N,8,"['air', 'f', 'lift']",2,0.62,937.0,0.45
airgroin,N,8,"['air', 'gro', 'in']",2,0.62,659.52,1.0
airguild,N,8,"['air', 'gui', 'l', 'd']",3,0.5,767.89,0.95
airguilds,N,9,"['air', 'gui', 'l', 'd', 's']",4,0.44,763.82,0.92
airn,N,4,"['air', 'n']",1,0.5,619.61,1.0
airnos,N,6,"['air', 'nos']",1,0.67,612.5,1.0
airplop,N,7,"['air', 'p', 'l', 'op']",3,0.43,708.31,0.92
airshall,N,8,"['air', 's', 'hall']",2,0.62,670.08,0.95
airsouth,N,8,"['air', 'south']",1,0.75,660.35,0.98
airstares,N,9,"['air', 'star', 'e', 's']",3,0.56,713.22,0.95
airstash,N,8,"['air', 's', 't', 'a', 's', 'h']",5,0.25,757.75,0.97
airstay,N,7,"['air', 'stay']",1,0.71,848.55,0.82
airstrums,N,9,"['air', 's', 't', 'rum', 's']",4,0.44,747.12,0.88
aistnale,N,8,"['a', 'is', 't', 'n', 'a', 'le']",5,0.25,578.13,1.0
aists,N,5,"['a', 'is', 't', 's']",3,0.2,575.38,1.0
aiths,N,5,"['ait', 'h', 's']",2,0.4,538.42,1.0
aits,N,4,"['ait', 's']",1,0.5,564.78,0.97
aive,N,4,"['a', 'ive']",1,0.5,607.36,0.99
aives,N,5,"['a', 'ive', 's']",2,0.4,579.05,0.97
aize,N,4,"['a', 'i', 'ze']",2,0.25,588.67,1.0
ajeqous,N,7,"['a', 'je', 'q', 'ou', 's']",4,0.29,623.05,1.0
ajoin,N,5,"['a', 'join']",1,0.6,751.89,0.48
akcul,N,5,"['a', 'k', 'cul']",2,0.4,535.18,0.98
akde,N,4,"['a', 'k', 'de']",2,0.25,536.4,1.0
akes,N,4,"['ake', 's']",1,0.5,599.85,1.0
akhs,N,4,"['a', 'k', 'h', 's']",3,0.0,571.72,0.98
akrade,N,6,"['a', 'kra', 'de']",2,0.5,620.92,1.0
alade,N,5,"['a', 'la', 'de']",2,0.4,621.54,0.98
alamp,N,5,"['al', 'amp']",1,0.6,595.78,1.0
alap,N,4,"['a', 'la', 'p']",2,0.25,638.0,0.92
alaves,N,6,"['a', 'la', 'ves']",2,0.5,570.77,0.98
alawn,N,5,"['a', 'law', 'n']",2,0.4,629.32,1.0
albole,N,6,"['al', 'bol', 'e']",2,0.5,588.13,1.0
albolls,N,7,"['al', 'bol', 'l', 's']",3,0.43,539.05,0.98
albust,N,6,"['al', 'bus', 't']",2,0.5,637.22,1.0
alcas,N,5,"['al', 'cas']",1,0.6,591.81,1.0
alcimin,N,7,"['al', 'ci', 'min']",2,0.57,624.42,1.0
alcirans,N,8,"['al', 'ci', 'ran', 's']",3,0.5,591.08,1.0
aldims,N,6,"['al', 'd', 'i', 'm', 's']",4,0.17,610.92,1.0
alesray,N,7,"['a', 'les', 'ray']",2,0.57,669.79,1.0
alfives,N,7,"['al', 'five', 's']",2,0.57,597.56,1.0
alfpard,N,7,"['al', 'f', 'par', 'd']",3,0.43,579.25,1.0
aliels,N,6,"['al', 'i', 'el', 's']",3,0.33,633.25,0.97
alked,N,5,"['al', 'ked']",1,0.6,562.19,0.97
alkoe,N,5,"['al', 'ko', 'e']",2,0.4,548.03,1.0
alks,N,4,"['al', 'k', 's']",2,0.25,543.77,0.97
allaced,N,7,"['al', 'la', 'ce', 'd']",3,0.43,691.08,0.95
allahed,N,7,"['al', 'la', 'he', 'd']",3,0.43,558.6,1.0
allald,N,6,"['all', 'al', 'd']",2,0.5,534.65,1.0
allaled,N,7,"['al', 'la', 'le', 'd']",3,0.43,632.11,0.97
allape,N,6,"['al', 'la', 'p', 'e']",3,0.33,619.61,1.0
allaps,N,6,"['al', 'la', 'p', 's']",3,0.33,565.08,0.95
allar,N,5,"['all', 'ar']",1,0.6,681.68,0.92
alldess,N,7,"['all', 'de', 's', 's']",3,0.43,595.15,1.0
alldets,N,7,"['all', 'de', 't', 's']",3,0.43,593.58,1.0
allim,N,5,"['al', 'lim']",1,0.6,611.68,0.97
allint,N,6,"['all', 'in', 't']",2,0.5,597.11,1.0
allired,N,7,"['all', 'i', 'red']",2,0.57,610.13,1.0
allob,N,5,"['al', 'lo', 'b']",2,0.4,548.62,1.0
allops,N,6,"['all', 'op', 's']",2,0.5,605.55,0.98
allou,N,5,"['all', 'ou']",1,0.6,575.22,1.0
allound,N,7,"['al', 'lo', 'un', 'd']",3,0.43,736.34,0.98
allsit,N,6,"['all', 's', 'it']",2,0.5,610.6,0.92
allye,N,5,"['ally', 'e']",1,0.6,548.11,1.0
almed,N,5,"['al', 'me', 'd']",2,0.4,629.41,0.92
almstreck,N,9,"['al', 'm', 's', 'tre', 'ck']",4,0.44,588.5,1.0
aloid,N,5,"['a', 'loi', 'd']",2,0.4,598.19,0.97
aloiled,N,7,"['a', 'loi', 'le', 'd']",3,0.43,665.46,1.0
alolds,N,6,"['al', 'old', 's']",2,0.5,575.63,1.0
alord,N,5,"['al', 'or', 'd']",2,0.4,688.0,0.88
aloss,N,5,"['a', 'los', 's']",2,0.4,713.58,0.92
alped,N,5,"['al', 'p', 'e', 'd']",3,0.2,659.52,0.78
alpen,N,5,"['al', 'pen']",1,0.6,685.0,0.28
alping,N,6,"['al', 'ping']",1,0.67,738.93,0.8
alsehorts,N,9,"['als', 'e', 'hor', 't', 's']",4,0.44,659.28,1.0
alspouch,N,8,"['als', 'pou', 'ch']",2,0.62,632.0,1.0
alsund,N,6,"['als', 'un', 'd']",2,0.5,571.95,1.0
alsunds,N,7,"['als', 'un', 'd', 's']",3,0.43,583.06,1.0
althos,N,6,"['al', 'thos']",1,0.67,598.7,0.95
altzed,N,6,"['al', 't', 'ze', 'd']",3,0.33,601.24,0.99
alvim,N,5,"['al', 'vi', 'm']",2,0.4,556.29,1.0
alylls,N,6,"['a', 'ly', 'l', 'l', 's']",4,0.17,597.11,1.0
amape,N,5,"['a', 'ma', 'p', 'e']",3,0.2,645.57,1.0
amately,N,7,"['a', 'mate', 'ly']",2,0.57,711.4,1.0
amaus,N,5,"['a', 'm', 'au', 's']",3,0.2,555.63,0.98
ambent,N,6,"['a', 'm', 'bent']",2,0.5,731.06,0.88
ambents,N,7,"['a', 'm', 'bent', 's']",3,0.43,686.19,0.84
ambert,N,6,"['a', 'm', 'bert']",2,0.5,646.46,1.0
amberts,N,7,"['a', 'm', 'bert', 's']",3,0.43,626.84,0.98
ambess,N,6,"['a', 'm', 'be', 's', 's']",4,0.17,633.65,1.0
ambessed,N,8,"['a', 'm', 'be', 's', 's', 'e', 'd']",6,0.12,750.31,0.95
ambets,N,6,"['a', 'm', 'be', 't', 's']",4,0.17,640.11,0.92
ambic,N,5,"['ambi', 'c']",1,0.6,645.06,0.9
ambind,N,6,"['ambi', 'n', 'd']",2,0.5,637.85,1.0
ambs,N,4,"['a', 'm', 'b', 's']",3,0.0,623.95,1.0
amcars,N,6,"['a', 'm', 'car', 's']",3,0.33,565.51,0.98
amed,N,4,"['a', 'me', 'd']",2,0.25,662.93,0.91
ameg,N,4,"['a', 'me', 'g']",2,0.25,559.24,0.98
ameshed,N,7,"['a', 'me', 'she', 'd']",3,0.43,650.8,0.87
amett,N,5,"['a', 'met', 't']",2,0.4,593.37,1.0
amhance,N,7,"['a', 'm', 'han', 'ce']",3,0.43,718.68,1.0
amho,N,4,"['a', 'm', 'ho']",2,0.25,561.76,0.97
amiance,N,7,"['a', 'mi', 'ance']",2,0.57,728.35,0.85
amias,N,5,"['a', 'mi', 'a', 's']",3,0.2,635.23,0.98
amibed,N,6,"['a', 'mi', 'be', 'd']",3,0.33,596.31,0.98
amion,N,5,"['a', 'mi', 'on']",2,0.4,608.54,0.98
amiques,N,7,"['a', 'mi', 'que', 's']",3,0.43,653.16,0.92
amise,N,5,"['a', 'mise']",1,0.6,671.32,0.84
amives,N,6,"['a', 'mi', 'ves']",2,0.5,573.39,1.0
amler,N,5,"['a', 'm', 'l', 'er']",3,0.2,624.66,1.0
amlers,N,6,"['a', 'm', 'l', 'er', 's']",4,0.17,625.78,1.0
amlo,N,4,"['a', 'm', 'lo']",2,0.25,535.15,1.0
amlos,N,5,"['a', 'm', 'los']",2,0.4,547.74,1.0
ammedes,N,7,"['a', 'm', 'me', 'de', 's']",4,0.29,639.64,0.98
ammet,N,5,"['a', 'm', 'met']",2,0.4,603.97,1.0
ammete,N,6,"['a', 'm', 'met', 'e']",3,0.33,643.55,0.98
ammict,N,6,"['a', 'm', 'mic', 't']",3,0.33,557.13,1.0
amna,N,4,"['a', 'm', 'n', 'a']",3,0.0,559.76,0.98
amning,N,6,"['a', 'm', 'n', 'ing']",3,0.33,618.1,1.0
amns,N,4,"['a', 'm', 'n', 's']",3,0.0,604.54,1.0
amom,N,4,"['a', 'm', 'om']",2,0.25,694.59,0.98
amoubt,N,6,"['a', 'mo', 'u', 'b', 't']",4,0.17,636.31,0.98
ampaigns,N,8,"['amp', 'a', 'ig', 'n', 's']",4,0.38,612.55,1.0
ampgrair,N,8,"['amp', 'gra', 'ir']",2,0.62,612.21,1.0
ampgrairs,N,9,"['amp', 'gra', 'ir', 's']",3,0.56,624.18,1.0
ampist,N,6,"['amp', 'is', 't']",2,0.5,718.37,0.95
