,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
35,abslete,N,7,"['abs', '##lete']",1,0.71
36,absletes,N,8,"['abs', '##lete', '##s']",2,0.62
37,absord,N,6,"['abs', '##ord']",1,0.67
38,absords,N,7,"['abs', '##ord', '##s']",2,0.57
39,absost,N,6,"['abs', '##ost']",1,0.67
40,absosts,N,7,"['abs', '##ost', '##s']",2,0.57
41,absount,N,7,"['abs', '##ount']",1,0.71
42,absounts,N,8,"['abs', '##ount', '##s']",2,0.62
43,abstrade,N,8,"['abs', '##tra', '##de']",2,0.62
44,abstrides,N,9,"['abs', '##tri', '##des']",2,0.67
45,abstuened,N,9,"['abs', '##tu', '##ened']",2,0.67
46,abstuent,N,8,"['abs', '##tu', '##ent']",2,0.62
47,absuse,N,6,"['abs', '##use']",1,0.67
48,absused,N,7,"['abs', '##used']",1,0.71
49,abud,N,4,"['abu', '##d']",1,0.5
50,abusts,N,6,"['abu', '##sts']",1,0.67
51,abvid,N,5,"['ab', '##vid']",1,0.6
52,abwipt,N,6,"['ab', '##wi', '##pt']",2,0.5
53,acaned,N,6,"['ac', '##ane', '##d']",2,0.5
54,acax,N,4,"['ac', '##ax']",1,0.5
55,accar,N,5,"['acc', '##ar']",1,0.6
56,accars,N,6,"['acc', '##ars']",1,0.67
57,acclo,N,5,"['acc', '##lo']",1,0.6
58,accrieve,N,8,"['acc', '##rie', '##ve']",2,0.62
59,accrieved,N,9,"['acc', '##rie', '##ved']",2,0.67
60,accrond,N,7,"['acc', '##ron', '##d']",2,0.57
61,accubes,N,7,"['acc', '##ub', '##es']",2,0.57
62,accult,N,6,"['acc', '##ult']",1,0.67
63,accune,N,6,"['acc', '##une']",1,0.67
64,accurd,N,6,"['acc', '##ur', '##d']",2,0.5
65,accures,N,7,"['acc', '##ures']",1,0.71
66,accusts,N,7,"['acc', '##ust', '##s']",2,0.57
67,aced,N,4,"['ace', '##d']",1,0.5
68,achens,N,6,"['ache', '##ns']",1,0.67
69,achms,N,5,"['ac', '##hm', '##s']",2,0.4
70,achop,N,5,"['ac', '##hop']",1,0.6
71,aciss,N,5,"['ac', '##iss']",1,0.6
72,acive,N,5,"['ac', '##ive']",1,0.6
73,acks,N,4,"['ac', '##ks']",1,0.5
74,acloot,N,6,"['ac', '##lo', '##ot']",2,0.5
75,acnant,N,6,"['ac', '##nant']",1,0.67
76,acone,N,5,"['ac', '##one']",1,0.6
77,acorked,N,7,"['ac', '##or', '##ked']",2,0.57
78,acqure,N,6,"['ac', '##qu', '##re']",2,0.5
79,acqured,N,7,"['ac', '##qu', '##red']",2,0.57
80,acreds,N,6,"['acre', '##ds']",1,0.67
81,acruist,N,7,"['ac', '##ru', '##ist']",2,0.57
82,acsuakes,N,8,"['ac', '##su', '##akes']",2,0.62
83,acter,N,5,"['act', '##er']",1,0.6
84,acters,N,6,"['act', '##ers']",1,0.67
85,actot,N,5,"['act', '##ot']",1,0.6
86,acung,N,5,"['ac', '##ung']",1,0.6
87,adaints,N,7,"['ada', '##int', '##s']",2,0.57
88,adbells,N,7,"['ad', '##bell', '##s']",2,0.57
89,adbly,N,5,"['ad', '##bly']",1,0.6
90,adbries,N,7,"['ad', '##bri', '##es']",2,0.57
91,adbu,N,4,"['ad', '##bu']",1,0.5
92,adbys,N,5,"['ad', '##by', '##s']",2,0.4
93,adcorb,N,6,"['ad', '##cor', '##b']",2,0.5
94,adcorbs,N,7,"['ad', '##cor', '##bs']",2,0.57
95,adcorts,N,7,"['ad', '##cor', '##ts']",2,0.57
96,addal,N,5,"['add', '##al']",1,0.6
97,addaled,N,7,"['add', '##ale', '##d']",2,0.57
98,addave,N,6,"['add', '##ave']",1,0.67
99,adday,N,5,"['add', '##ay']",1,0.6
100,addeared,N,8,"['add', '##ear', '##ed']",2,0.62
101,addend,N,6,"['add', '##end']",1,0.67
102,addends,N,7,"['add', '##end', '##s']",2,0.57
103,addralt,N,7,"['add', '##ral', '##t']",2,0.57
104,addre,N,5,"['add', '##re']",1,0.6
105,addume,N,6,"['add', '##ume']",1,0.67
106,addunds,N,7,"['add', '##unds']",1,0.71
107,addured,N,7,"['add', '##ured']",1,0.71
108,addushed,N,8,"['add', '##ush', '##ed']",2,0.62
109,adeen,N,5,"['ad', '##een']",1,0.6
110,adfle,N,5,"['ad', '##fle']",1,0.6
111,adfler,N,6,"['ad', '##fle', '##r']",2,0.5
112,adfles,N,6,"['ad', '##fles']",1,0.67
113,adhands,N,7,"['ad', '##hand', '##s']",2,0.57
114,adhirds,N,7,"['ad', '##hir', '##ds']",2,0.57
115,adhist,N,6,"['ad', '##his', '##t']",2,0.5
116,adiffs,N,6,"['adi', '##ffs']",1,0.67
117,adle,N,4,"['ad', '##le']",1,0.5
118,adlears,N,7,"['ad', '##lea', '##rs']",2,0.57
119,adleys,N,6,"['ad', '##ley', '##s']",2,0.5
120,adloss,N,6,"['ad', '##los', '##s']",2,0.5
121,adly,N,4,"['ad', '##ly']",1,0.5
122,admar,N,5,"['ad', '##mar']",1,0.6
123,admueurs,N,8,"['ad', '##mu', '##eurs']",2,0.62
124,admuffs,N,7,"['ad', '##mu', '##ffs']",2,0.57
125,admugned,N,8,"['ad', '##mu', '##gned']",2,0.62
126,admunds,N,7,"['ad', '##mund', '##s']",2,0.57
127,admurst,N,7,"['ad', '##mur', '##st']",2,0.57
128,adom,N,4,"['ad', '##om']",1,0.5
129,adsen,N,5,"['ads', '##en']",1,0.6
130,adstied,N,7,"['ads', '##tie', '##d']",2,0.57
131,adter,N,5,"['ad', '##ter']",1,0.6
132,advioned,N,8,"['ad', '##vio', '##ned']",2,0.62
133,adwocked,N,8,"['ad', '##wo', '##cked']",2,0.62
134,adwoke,N,6,"['ad', '##wo', '##ke']",2,0.5
135,adwolds,N,7,"['ad', '##wo', '##ld', '##s']",3,0.43
136,adwosks,N,7,"['ad', '##wo', '##sk', '##s']",3,0.43
137,adwouched,N,9,"['ad', '##wo', '##uche', '##d']",3,0.56
138,adwourts,N,8,"['ad', '##wo', '##urt', '##s']",3,0.5
139,aecher,N,6,"['ae', '##cher']",1,0.67
140,aekom,N,5,"['ae', '##ko', '##m']",2,0.4
141,aertion,N,7,"['ae', '##rti', '##on']",2,0.57
142,aesful,N,6,"['ae', '##sf', '##ul']",2,0.5
143,afalt,N,5,"['af', '##al', '##t']",2,0.4
144,afas,N,4,"['af', '##as']",1,0.5
145,afed,N,4,"['af', '##ed']",1,0.5
146,afel,N,4,"['af', '##el']",1,0.5
147,afept,N,5,"['af', '##ept']",1,0.6
148,afepts,N,6,"['af', '##ept', '##s']",2,0.5
149,aferes,N,6,"['af', '##eres']",1,0.67
150,aferned,N,7,"['af', '##ern', '##ed']",2,0.57
151,afes,N,4,"['af', '##es']",1,0.5
152,affeal,N,6,"['af', '##fe', '##al']",2,0.5
153,affecks,N,7,"['af', '##fe', '##cks']",2,0.57
154,affelts,N,7,"['af', '##felt', '##s']",2,0.57
155,affends,N,7,"['af', '##fen', '##ds']",2,0.57
156,afflane,N,7,"['af', '##fl', '##ane']",2,0.57
157,afflarts,N,8,"['af', '##fl', '##arts']",2,0.62
158,affolds,N,7,"['af', '##fold', '##s']",2,0.57
159,affope,N,6,"['af', '##fo', '##pe']",2,0.5
160,afforts,N,7,"['af', '##fort', '##s']",2,0.57
161,affranes,N,8,"['af', '##fra', '##nes']",2,0.62
162,affrins,N,7,"['af', '##fr', '##ins']",2,0.57
163,affrows,N,7,"['af', '##fr', '##ows']",2,0.57
164,affug,N,5,"['af', '##fu', '##g']",2,0.4
165,affund,N,6,"['af', '##fu', '##nd']",2,0.5
166,affurned,N,8,"['af', '##fur', '##ned']",2,0.62
167,affuse,N,6,"['af', '##fus', '##e']",2,0.5
168,affuth,N,6,"['af', '##fu', '##th']",2,0.5
169,afia,N,4,"['afi', '##a']",1,0.5
170,afoins,N,6,"['af', '##oin', '##s']",2,0.5
171,afoods,N,6,"['af', '##ood', '##s']",2,0.5
172,afoys,N,5,"['af', '##oys']",1,0.6
173,afress,N,6,"['af', '##ress']",1,0.67
174,afrome,N,6,"['afro', '##me']",1,0.67
175,afrons,N,6,"['afro', '##ns']",1,0.67
176,afrorm,N,6,"['afro', '##rm']",1,0.67
177,afstint,N,7,"['af', '##sti', '##nt']",2,0.57
178,aftus,N,5,"['aft', '##us']",1,0.6
179,agbuct,N,6,"['ag', '##bu', '##ct']",2,0.5
180,agelier,N,7,"['age', '##lier']",1,0.71
181,agemess,N,7,"['age', '##mes', '##s']",2,0.57
182,agfor,N,5,"['ag', '##for']",1,0.6
183,agfors,N,6,"['ag', '##for', '##s']",2,0.5
184,aggect,N,6,"['ag', '##ge', '##ct']",2,0.5
185,aggess,N,6,"['ag', '##ges', '##s']",2,0.5
186,aggey,N,5,"['ag', '##ge', '##y']",2,0.4
187,aggeys,N,6,"['ag', '##ge', '##ys']",2,0.5
188,aggraimed,N,9,"['ag', '##gra', '##ime', '##d']",3,0.56
189,aggraims,N,8,"['ag', '##gra', '##im', '##s']",3,0.5
190,aggrues,N,7,"['ag', '##gr', '##ues']",2,0.57
191,aghect,N,6,"['ag', '##he', '##ct']",2,0.5
192,aghonced,N,8,"['ag', '##hon', '##ced']",2,0.62
193,agift,N,5,"['ag', '##if', '##t']",2,0.4
194,agims,N,5,"['ag', '##im', '##s']",2,0.4
195,agincts,N,7,"['ag', '##in', '##cts']",2,0.57
196,agive,N,5,"['ag', '##ive']",1,0.6
197,agix,N,4,"['ag', '##ix']",1,0.5
198,agler,N,5,"['ag', '##ler']",1,0.6
199,agok,N,4,"['ago', '##k']",1,0.5
200,agope,N,5,"['ago', '##pe']",1,0.6
201,agright,N,7,"['ag', '##right']",1,0.71
202,agshess,N,7,"['ag', '##sh', '##ess']",2,0.57
203,agstess,N,7,"['ag', '##ste', '##ss']",2,0.57
204,agtrain,N,7,"['ag', '##train']",1,0.71
205,agtrained,N,9,"['ag', '##train', '##ed']",2,0.67
206,agur,N,4,"['ag', '##ur']",1,0.5
207,ahoits,N,6,"['ah', '##oit', '##s']",2,0.5
208,ahokes,N,6,"['ah', '##oke', '##s']",2,0.5
209,ahor,N,4,"['ah', '##or']",1,0.5
210,ahord,N,5,"['ah', '##ord']",1,0.6
211,ahords,N,6,"['ah', '##ord', '##s']",2,0.5
212,ahries,N,6,"['ah', '##ries']",1,0.67
213,ahun,N,4,"['ah', '##un']",1,0.5
214,aice,N,4,"['ai', '##ce']",1,0.5
215,aices,N,5,"['ai', '##ces']",1,0.6
216,aicipes,N,7,"['ai', '##ci', '##pes']",2,0.57
217,aier,N,4,"['ai', '##er']",1,0.5
218,aight,N,5,"['ai', '##ght']",1,0.6
219,aights,N,6,"['ai', '##ght', '##s']",2,0.5
220,ailpay,N,6,"['ai', '##lp', '##ay']",2,0.5
221,ailpays,N,7,"['ai', '##lp', '##ays']",2,0.57
222,ainfogue,N,8,"['ain', '##fo', '##gue']",2,0.62
223,ainlibes,N,8,"['ain', '##lib', '##es']",2,0.62
224,ains,N,4,"['ain', '##s']",1,0.5
225,aints,N,5,"['ain', '##ts']",1,0.6
226,aipse,N,5,"['ai', '##pse']",1,0.6
227,aipsed,N,6,"['ai', '##pse', '##d']",2,0.5
228,airclaps,N,8,"['air', '##cl', '##ap', '##s']",3,0.5
229,airclime,N,8,"['air', '##cl', '##ime']",2,0.62
230,airclimes,N,9,"['air', '##cl', '##ime', '##s']",3,0.56
231,airclip,N,7,"['air', '##cl', '##ip']",2,0.57
232,aircul,N,6,"['air', '##cu', '##l']",2,0.5
233,airdess,N,7,"['air', '##des', '##s']",2,0.57
234,airdraw,N,7,"['air', '##dra', '##w']",2,0.57
235,airdraws,N,8,"['air', '##dra', '##ws']",2,0.62
236,airflails,N,9,"['air', '##fl', '##ail', '##s']",3,0.56
237,airflift,N,8,"['air', '##fl', '##if', '##t']",3,0.5
238,airgroin,N,8,"['air', '##gr', '##oin']",2,0.62
239,airguild,N,8,"['air', '##gui', '##ld']",2,0.62
240,airguilds,N,9,"['air', '##gui', '##ld', '##s']",3,0.56
241,airn,N,4,"['air', '##n']",1,0.5
242,airnos,N,6,"['air', '##nos']",1,0.67
243,airplop,N,7,"['air', '##pl', '##op']",2,0.57
244,airshall,N,8,"['airs', '##hall']",1,0.75
245,airsouth,N,8,"['airs', '##outh']",1,0.75
246,airstares,N,9,"['airs', '##tar', '##es']",2,0.67
247,airstash,N,8,"['airs', '##tas', '##h']",2,0.62
248,airstay,N,7,"['airs', '##ta', '##y']",2,0.57
249,airstrums,N,9,"['airs', '##trum', '##s']",2,0.67
250,aistnale,N,8,"['ai', '##st', '##nal', '##e']",3,0.5
251,aists,N,5,"['ai', '##sts']",1,0.6
252,aiths,N,5,"['ai', '##ths']",1,0.6
253,aits,N,4,"['ai', '##ts']",1,0.5
254,aive,N,4,"['ai', '##ve']",1,0.5
255,aives,N,5,"['ai', '##ves']",1,0.6
256,aize,N,4,"['ai', '##ze']",1,0.5
257,ajeqous,N,7,"['aj', '##e', '##q', '##ous']",3,0.43
258,ajoin,N,5,"['aj', '##oin']",1,0.6
259,akcul,N,5,"['ak', '##cu', '##l']",2,0.4
260,akde,N,4,"['ak', '##de']",1,0.5
261,akes,N,4,"['ak', '##es']",1,0.5
262,akhs,N,4,"['ak', '##hs']",1,0.5
263,akrade,N,6,"['ak', '##rade']",1,0.67
264,alade,N,5,"['ala', '##de']",1,0.6
265,alamp,N,5,"['alam', '##p']",1,0.6
266,alap,N,4,"['ala', '##p']",1,0.5
267,alaves,N,6,"['ala', '##ves']",1,0.67
268,alawn,N,5,"['ala', '##wn']",1,0.6
269,albole,N,6,"['al', '##bol', '##e']",2,0.5
270,albolls,N,7,"['al', '##bol', '##ls']",2,0.57
271,albust,N,6,"['al', '##bus', '##t']",2,0.5
272,alcas,N,5,"['al', '##cas']",1,0.6
273,alcimin,N,7,"['al', '##ci', '##min']",2,0.57
274,alcirans,N,8,"['al', '##ci', '##ran', '##s']",3,0.5
275,aldims,N,6,"['al', '##dim', '##s']",2,0.5
276,alesray,N,7,"['ale', '##sr', '##ay']",2,0.57
277,alfives,N,7,"['alf', '##ives']",1,0.71
278,alfpard,N,7,"['alf', '##par', '##d']",2,0.57
279,aliels,N,6,"['ali', '##els']",1,0.67
280,alked,N,5,"['al', '##ked']",1,0.6
281,alkoe,N,5,"['al', '##ko', '##e']",2,0.4
282,alks,N,4,"['al', '##ks']",1,0.5
283,allaced,N,7,"['alla', '##ced']",1,0.71
284,allahed,N,7,"['allah', '##ed']",1,0.71
285,allald,N,6,"['alla', '##ld']",1,0.67
286,allaled,N,7,"['alla', '##led']",1,0.71
287,allape,N,6,"['alla', '##pe']",1,0.67
288,allaps,N,6,"['alla', '##ps']",1,0.67
289,allar,N,5,"['alla', '##r']",1,0.6
290,alldess,N,7,"['all', '##des', '##s']",2,0.57
291,alldets,N,7,"['all', '##de', '##ts']",2,0.57
292,allim,N,5,"['all', '##im']",1,0.6
293,allint,N,6,"['all', '##int']",1,0.67
294,allired,N,7,"['all', '##ired']",1,0.71
295,allob,N,5,"['all', '##ob']",1,0.6
296,allops,N,6,"['all', '##ops']",1,0.67
297,allou,N,5,"['all', '##ou']",1,0.6
298,allound,N,7,"['all', '##ound']",1,0.71
299,allsit,N,6,"['all', '##sit']",1,0.67
300,allye,N,5,"['ally', '##e']",1,0.6
301,almed,N,5,"['al', '##med']",1,0.6
302,almstreck,N,9,"['al', '##ms', '##tre', '##ck']",3,0.56
303,aloid,N,5,"['al', '##oid']",1,0.6
304,aloiled,N,7,"['al', '##oi', '##led']",2,0.57
305,alolds,N,6,"['al', '##old', '##s']",2,0.5
306,alord,N,5,"['al', '##ord']",1,0.6
307,aloss,N,5,"['al', '##oss']",1,0.6
308,alped,N,5,"['al', '##ped']",1,0.6
309,alpen,N,5,"['al', '##pen']",1,0.6
310,alping,N,6,"['al', '##ping']",1,0.67
311,alsehorts,N,9,"['als', '##eh', '##ort', '##s']",3,0.56
312,alspouch,N,8,"['als', '##po', '##uch']",2,0.62
313,alsund,N,6,"['als', '##und']",1,0.67
314,alsunds,N,7,"['als', '##unds']",1,0.71
315,althos,N,6,"['alt', '##hos']",1,0.67
316,altzed,N,6,"['alt', '##zed']",1,0.67
317,alvim,N,5,"['al', '##vi', '##m']",2,0.4
318,alylls,N,6,"['al', '##yl', '##ls']",2,0.5
319,amape,N,5,"['ama', '##pe']",1,0.6
320,amately,N,7,"['ama', '##tel', '##y']",2,0.57
321,amaus,N,5,"['ama', '##us']",1,0.6
322,ambent,N,6,"['am', '##ben', '##t']",2,0.5
323,ambents,N,7,"['am', '##ben', '##ts']",2,0.57
324,ambert,N,6,"['amber', '##t']",1,0.67
325,amberts,N,7,"['amber', '##ts']",1,0.71
326,ambess,N,6,"['am', '##bes', '##s']",2,0.5
327,ambessed,N,8,"['am', '##bes', '##sed']",2,0.62
328,ambets,N,6,"['am', '##bet', '##s']",2,0.5
329,ambic,N,5,"['am', '##bic']",1,0.6
330,ambind,N,6,"['am', '##bin', '##d']",2,0.5
331,ambs,N,4,"['am', '##bs']",1,0.5
332,amcars,N,6,"['amc', '##ars']",1,0.67
333,amed,N,4,"['am', '##ed']",1,0.5
334,ameg,N,4,"['am', '##eg']",1,0.5
335,ameshed,N,7,"['ames', '##hed']",1,0.71
336,amett,N,5,"['am', '##ett']",1,0.6
337,amhance,N,7,"['am', '##han', '##ce']",2,0.57
338,amho,N,4,"['am', '##ho']",1,0.5
339,amiance,N,7,"['ami', '##ance']",1,0.71
340,amias,N,5,"['ami', '##as']",1,0.6
341,amibed,N,6,"['ami', '##bed']",1,0.67
342,amion,N,5,"['ami', '##on']",1,0.6
343,amiques,N,7,"['ami', '##ques']",1,0.71
344,amise,N,5,"['ami', '##se']",1,0.6
345,amives,N,6,"['ami', '##ves']",1,0.67
346,amler,N,5,"['am', '##ler']",1,0.6
347,amlers,N,6,"['am', '##lers']",1,0.67
348,amlo,N,4,"['am', '##lo']",1,0.5
349,amlos,N,5,"['am', '##los']",1,0.6
350,ammedes,N,7,"['am', '##med', '##es']",2,0.57
351,ammet,N,5,"['am', '##met']",1,0.6
352,ammete,N,6,"['am', '##met', '##e']",2,0.5
353,ammict,N,6,"['am', '##mic', '##t']",2,0.5
354,amna,N,4,"['am', '##na']",1,0.5
355,amning,N,6,"['am', '##ning']",1,0.67
356,amns,N,4,"['am', '##ns']",1,0.5
357,amom,N,4,"['am', '##om']",1,0.5
358,amoubt,N,6,"['am', '##ou', '##bt']",2,0.5
359,ampaigns,N,8,"['amp', '##ai', '##gn', '##s']",3,0.5
360,ampgrair,N,8,"['amp', '##gra', '##ir']",2,0.62
361,ampgrairs,N,9,"['amp', '##gra', '##irs']",2,0.67
362,ampist,N,6,"['amp', '##ist']",1,0.67
363,ampiste,N,7,"['amp', '##iste']",1,0.71
364,amplal,N,6,"['amp', '##lal']",1,0.67
365,amrays,N,6,"['am', '##ray', '##s']",2,0.5
366,amsha,N,5,"['am', '##sha']",1,0.6
367,amsice,N,6,"['am', '##sic', '##e']",2,0.5
368,amsine,N,6,"['am', '##sin', '##e']",2,0.5
369,amtan,N,5,"['am', '##tan']",1,0.6
370,amwere,N,6,"['am', '##wer', '##e']",2,0.5
371,amwight,N,7,"['am', '##wig', '##ht']",2,0.57
372,anacs,N,5,"['ana', '##cs']",1,0.6
373,anains,N,6,"['ana', '##ins']",1,0.67
374,anarms,N,6,"['ana', '##rm', '##s']",2,0.5
375,anbet,N,5,"['an', '##bet']",1,0.6
376,anbrams,N,7,"['an', '##bra', '##ms']",2,0.57
377,anceards,N,8,"['an', '##cea', '##rds']",2,0.62
378,anced,N,5,"['an', '##ced']",1,0.6
379,anch,N,4,"['an', '##ch']",1,0.5
380,ancher,N,6,"['an', '##cher']",1,0.67
381,anches,N,6,"['an', '##ches']",1,0.67
382,anchpays,N,8,"['an', '##ch', '##pa', '##ys']",3,0.5
383,anchta,N,6,"['an', '##cht', '##a']",2,0.5
384,ancilled,N,8,"['an', '##ci', '##lled']",2,0.62
385,ancing,N,6,"['an', '##cing']",1,0.67
386,ancoose,N,7,"['an', '##co', '##ose']",2,0.57
387,ancs,N,4,"['an', '##cs']",1,0.5
388,ancy,N,4,"['an', '##cy']",1,0.5
389,andas,N,5,"['and', '##as']",1,0.6
390,andow,N,5,"['and', '##ow']",1,0.6
391,andrar,N,6,"['and', '##rar']",1,0.67
392,andrars,N,7,"['and', '##rar', '##s']",2,0.57
393,anea,N,4,"['an', '##ea']",1,0.5
394,aneat,N,5,"['an', '##ea', '##t']",2,0.4
395,aneau,N,5,"['an', '##eau']",1,0.6
396,anebome,N,7,"['an', '##eb', '##ome']",2,0.57
397,aned,N,4,"['an', '##ed']",1,0.5
398,anemns,N,6,"['an', '##em', '##ns']",2,0.5
399,aner,N,4,"['an', '##er']",1,0.5
400,anfals,N,6,"['an', '##fa', '##ls']",2,0.5
401,anfol,N,5,"['an', '##fo', '##l']",2,0.4
402,angder,N,6,"['ang', '##der']",1,0.67
403,angders,N,7,"['ang', '##ders']",1,0.71
404,angdete,N,7,"['ang', '##de', '##te']",2,0.57
405,angeing,N,7,"['ang', '##ein', '##g']",2,0.57
406,angies,N,6,"['angie', '##s']",1,0.67
407,angkill,N,7,"['ang', '##kill']",1,0.71
408,angrired,N,8,"['ang', '##ri', '##red']",2,0.62
409,angsits,N,7,"['ang', '##sit', '##s']",2,0.57
410,anguals,N,7,"['ang', '##ual', '##s']",2,0.57
411,anid,N,4,"['an', '##id']",1,0.5
412,anire,N,5,"['an', '##ire']",1,0.6
413,anired,N,6,"['an', '##ired']",1,0.67
414,ankhiles,N,8,"['an', '##kh', '##ile', '##s']",3,0.5
415,ankicks,N,7,"['an', '##kic', '##ks']",2,0.57
416,anks,N,4,"['an', '##ks']",1,0.5
417,annaled,N,7,"['anna', '##led']",1,0.71
418,annalked,N,8,"['anna', '##lke', '##d']",2,0.62
419,annatched,N,9,"['anna', '##tched']",1,0.78
420,annaws,N,6,"['anna', '##ws']",1,0.67
421,anned,N,5,"['anne', '##d']",1,0.6
422,anneived,N,8,"['anne', '##ive', '##d']",2,0.62
423,annise,N,6,"['ann', '##ise']",1,0.67
424,anob,N,4,"['an', '##ob']",1,0.5
425,anom,N,4,"['an', '##om']",1,0.5
426,anopt,N,5,"['an', '##op', '##t']",2,0.4
427,anote,N,5,"['an', '##ote']",1,0.6
428,ansham,N,6,"['an', '##sham']",1,0.67
429,anshrix,N,7,"['an', '##sh', '##rix']",2,0.57
430,anslipt,N,7,"['an', '##sl', '##ip', '##t']",3,0.43
431,ansshome,N,8,"['an', '##ss', '##hom', '##e']",3,0.5
432,anst,N,4,"['an', '##st']",1,0.5
433,ansus,N,5,"['an', '##sus']",1,0.6
434,ansuy,N,5,"['an', '##su', '##y']",2,0.4
435,ansved,N,6,"['an', '##s', '##ved']",2,0.5
436,answens,N,7,"['an', '##sw', '##ens']",2,0.57
437,antail,N,6,"['ant', '##ail']",1,0.67
438,antalves,N,8,"['ant', '##al', '##ves']",2,0.62
439,antarme,N,7,"['ant', '##arm', '##e']",2,0.57
440,antaxe,N,6,"['ant', '##ax', '##e']",2,0.5
441,antaxed,N,7,"['ant', '##ax', '##ed']",2,0.57
442,antay,N,5,"['ant', '##ay']",1,0.6
443,anteging,N,8,"['ant', '##eg', '##ing']",2,0.62
444,anthel,N,6,"['ant', '##hel']",1,0.67
445,anthorse,N,8,"['ant', '##horse']",1,0.75
446,antiss,N,6,"['anti', '##ss']",1,0.67
447,antleres,N,8,"['ant', '##ler', '##es']",2,0.62
448,antox,N,5,"['ant', '##ox']",1,0.6
449,antu,N,4,"['ant', '##u']",1,0.5
450,antyl,N,5,"['ant', '##yl']",1,0.6
451,anun,N,4,"['an', '##un']",1,0.5
452,anveashed,N,9,"['an', '##ve', '##ash', '##ed']",3,0.56
453,anvend,N,6,"['an', '##ven', '##d']",2,0.5
454,anvy,N,4,"['an', '##vy']",1,0.5
455,anwot,N,5,"['an', '##wo', '##t']",2,0.4
456,anx,N,3,"['an', '##x']",1,0.33
457,anyne,N,5,"['any', '##ne']",1,0.6
458,aoade,N,5,"['ao', '##ade']",1,0.6
459,aoers,N,5,"['ao', '##ers']",1,0.6
460,aoft,N,4,"['ao', '##ft']",1,0.5
461,aouse,N,5,"['ao', '##use']",1,0.6
462,apeard,N,6,"['ape', '##ard']",1,0.67
463,apeeve,N,6,"['ape', '##eve']",1,0.67
464,aper,N,4,"['ape', '##r']",1,0.5
465,apests,N,6,"['apes', '##ts']",1,0.67
466,apevouse,N,8,"['ape', '##vo', '##use']",2,0.62
467,apeze,N,5,"['ape', '##ze']",1,0.6
468,aphed,N,5,"['ap', '##hed']",1,0.6
469,aphoot,N,6,"['ap', '##hoot']",1,0.67
470,aphs,N,4,"['ap', '##hs']",1,0.5
471,apile,N,5,"['api', '##le']",1,0.6
472,apille,N,6,"['api', '##lle']",1,0.67
473,apine,N,5,"['api', '##ne']",1,0.6
474,apips,N,5,"['api', '##ps']",1,0.6
475,aplol,N,5,"['ap', '##lo', '##l']",2,0.4
476,apock,N,5,"['ap', '##ock']",1,0.6
477,apose,N,5,"['ap', '##ose']",1,0.6
478,appalves,N,8,"['app', '##al', '##ves']",2,0.62
479,apper,N,5,"['app', '##er']",1,0.6
480,appers,N,6,"['app', '##ers']",1,0.67
481,appiant,N,7,"['app', '##ian', '##t']",2,0.57
482,appiene,N,7,"['app', '##ien', '##e']",2,0.57
483,appiened,N,8,"['app', '##ien', '##ed']",2,0.62
484,appins,N,6,"['app', '##ins']",1,0.67
485,appleams,N,8,"['apple', '##ams']",1,0.75
486,appliene,N,8,"['app', '##lie', '##ne']",2,0.62
