,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
57,aatslas,N,7,"['a', 'ats', 'las']",2,0.57
58,ab,N,2,['ab'],0,0.5
59,abant,N,5,"['ab', 'ant']",1,0.6
60,abbes,N,5,"['ab', 'bes']",1,0.6
61,abdent,N,6,"['ab', 'dent']",1,0.67
62,abert,N,5,"['ab', 'ert']",1,0.6
63,abras,N,5,"['ab', 'ras']",1,0.6
64,abree,N,5,"['ab', 'ree']",1,0.6
65,absald,N,6,"['ab', 'sal', 'd']",2,0.5
66,absept,N,6,"['ab', 'sept']",1,0.67
67,abstrelt,N,8,"['ab', 'stre', 'lt']",2,0.62
68,abte,N,4,"['ab', 'te']",1,0.5
69,achterds,N,8,"['achter', 'ds']",1,0.75
70,achtjaan,N,8,"['acht', 'j', 'aan']",2,0.62
71,achts,N,5,['achts'],0,0.8
72,acool,N,5,"['aco', 'ol']",1,0.6
73,acteept,N,7,"['acte', 'ep', 't']",2,0.57
74,aden,N,4,['aden'],0,0.75
75,adgent,N,6,"['ad', 'gent']",1,0.67
76,adhees,N,6,"['ad', 'he', 'es']",2,0.5
77,adim,N,4,"['ad', 'im']",1,0.5
78,adit,N,4,"['ad', 'it']",1,0.5
79,adooi,N,5,"['ado', 'oi']",1,0.6
80,adrak,N,5,"['ad', 'ra', 'k']",2,0.4
81,adries,N,6,"['ad', 'ries']",1,0.67
82,aduus,N,5,"['adu', 'us']",1,0.6
83,adwel,N,5,"['ad', 'wel']",1,0.6
84,adzie,N,5,"['ad', 'zie']",1,0.6
85,aeik,N,4,"['a', 'e', 'ik']",2,0.25
86,afbinst,N,7,"['af', 'b', 'inst']",2,0.57
87,afbrenk,N,7,"['af', 'bren', 'k']",2,0.57
88,afdrijk,N,7,"['af', 'dr', 'ijk']",2,0.57
89,afdrook,N,7,"['af', 'dro', 'ok']",2,0.57
90,afes,N,4,"['af', 'es']",1,0.5
91,afgas,N,5,"['af', 'gas']",1,0.6
92,afhoen,N,6,"['af', 'ho', 'en']",2,0.5
93,afhoer,N,6,"['af', 'ho', 'er']",2,0.5
94,afmoer,N,6,"['af', 'mo', 'er']",2,0.5
95,afmorst,N,7,"['af', 'mor', 'st']",2,0.57
96,afschef,N,7,"['af', 'sche', 'f']",2,0.57
97,aftacht,N,7,"['af', 'ta', 'cht']",2,0.57
98,aftad,N,5,"['af', 'tad']",1,0.6
99,aftijn,N,6,"['af', 'tijn']",1,0.67
100,afuun,N,5,"['af', 'u', 'un']",2,0.4
101,afwers,N,6,"['af', 'wers']",1,0.67
102,ag,N,2,['ag'],0,0.5
103,aghu,N,4,"['ag', 'hu']",1,0.5
104,aghu's,N,6,"['ag', 'hu', ""'"", 's']",3,0.33
105,agi,N,3,['agi'],0,0.67
106,ahs,N,3,"['ah', 's']",1,0.33
107,aillan,N,6,"['a', 'ill', 'an']",2,0.5
108,ain,N,3,"['a', 'in']",1,0.33
109,ak,N,2,['ak'],0,0.5
110,ake,N,3,"['a', 'ke']",1,0.33
111,akhums,N,6,"['ak', 'hu', 'ms']",2,0.5
112,akind,N,5,"['ak', 'ind']",1,0.6
113,akkeeld,N,7,"['ak', 'ke', 'eld']",2,0.57
114,akkent,N,6,"['ak', 'kent']",1,0.67
115,akloop,N,6,"['ak', 'loop']",1,0.67
116,akse,N,4,"['ak', 'se']",1,0.5
117,akter,N,5,"['ak', 'ter']",1,0.6
118,akwal,N,5,"['ak', 'wal']",1,0.6
119,alars,N,5,"['al', 'ars']",1,0.6
120,albecht,N,7,"['al', 'be', 'cht']",2,0.57
121,alde,N,4,['alde'],0,0.75
122,aldenkt,N,7,"['al', 'denkt']",1,0.71
123,alders,N,6,"['al', 'ders']",1,0.67
124,aldes,N,5,"['al', 'des']",1,0.6
125,aleem,N,5,"['ale', 'em']",1,0.6
126,alerf,N,5,"['aler', 'f']",1,0.6
127,alfaar,N,6,"['alf', 'aar']",1,0.67
128,alfjaar,N,7,"['alf', 'jaar']",1,0.71
129,algang,N,6,"['alg', 'ang']",1,0.67
130,algel,N,5,"['al', 'gel']",1,0.6
131,algoei,N,6,"['algo', 'ei']",1,0.67
132,alhom,N,5,"['al', 'hom']",1,0.6
133,almeid,N,6,"['al', 'me', 'id']",2,0.5
134,almes,N,5,"['al', 'mes']",1,0.6
135,alteems,N,7,"['al', 'te', 'em', 's']",3,0.43
136,altisch,N,7,"['alt', 'isch']",1,0.71
137,alvang,N,6,"['al', 'vang']",1,0.67
138,alve,N,4,"['al', 've']",1,0.5
139,alvier,N,6,"['al', 'vier']",1,0.67
140,ambtaan,N,7,"['amb', 'taan']",1,0.71
141,ame,N,3,['ame'],0,0.67
142,amfer,N,5,"['am', 'fer']",1,0.6
143,amliep,N,6,"['am', 'liep']",1,0.67
144,amme,N,4,"['am', 'me']",1,0.5
145,ammer,N,5,"['am', 'mer']",1,0.6
146,amnaan,N,6,"['am', 'na', 'an']",2,0.5
147,amoen,N,5,"['amo', 'en']",1,0.6
148,ampkrag,N,7,"['amp', 'kra', 'g']",2,0.57
149,ampkrig,N,7,"['amp', 'kri', 'g']",2,0.57
150,amplaas,N,7,"['am', 'pla', 'as']",2,0.57
151,ampland,N,7,"['am', 'pl', 'and']",2,0.57
152,amret,N,5,"['am', 'ret']",1,0.6
153,ams,N,3,['ams'],0,0.67
154,amschaak,N,8,"['am', 'scha', 'ak']",2,0.62
155,amslaan,N,7,"['am', 'slaan']",1,0.71
156,amstuk,N,6,"['am', 'stuk']",1,0.67
157,amtrand,N,7,"['am', 'tr', 'and']",2,0.57
158,amvocht,N,7,"['am', 'vo', 'cht']",2,0.57
159,anam,N,4,"['an', 'am']",1,0.5
160,anda,N,4,['anda'],0,0.75
161,andang,N,6,"['and', 'ang']",1,0.67
162,andicht,N,7,"['an', 'dicht']",1,0.71
163,andooi,N,6,"['and', 'ooi']",1,0.67
164,andos,N,5,"['and', 'os']",1,0.6
165,anen,N,4,['anen'],0,0.75
166,anghoord,N,8,"['ang', 'ho', 'ord']",2,0.62
167,anghoordt,N,9,"['ang', 'ho', 'ord', 't']",3,0.56
168,angrans,N,7,"['an', 'gr', 'ans']",2,0.57
169,angstzwaam,N,10,"['angst', 'z', 'wa', 'am']",3,0.6
170,angszee,N,7,"['ang', 's', 'zee']",2,0.57
171,angt,N,4,"['ang', 't']",1,0.5
172,annast,N,6,"['ann', 'ast']",1,0.67
173,annue,N,5,"['ann', 'ue']",1,0.6
174,anpo,N,4,"['an', 'po']",1,0.5
175,anre,N,4,"['an', 're']",1,0.5
176,anren,N,5,"['an', 'ren']",1,0.6
177,ansels,N,6,"['ans', 'els']",1,0.67
178,antrog,N,6,"['an', 'tro', 'g']",2,0.5
179,antsteel,N,8,"['ant', 'ste', 'el']",2,0.62
180,anveen,N,6,"['an', 've', 'en']",2,0.5
181,anver,N,5,"['an', 'ver']",1,0.6
182,anwaar,N,6,"['an', 'waar']",1,0.67
183,anwin,N,5,"['an', 'win']",1,0.6
184,anzecht,N,7,"['an', 'ze', 'cht']",2,0.57
185,anzert,N,6,"['an', 'z', 'ert']",2,0.5
186,anzucht,N,7,"['an', 'zu', 'cht']",2,0.57
187,ap,N,2,['ap'],0,0.5
188,apaan,N,5,"['a', 'pa', 'an']",2,0.4
189,apel,N,4,['apel'],0,0.75
190,apers,N,5,"['a', 'pers']",1,0.6
191,apgels,N,6,"['ap', 'gels']",1,0.67
192,apneet,N,6,"['ap', 'ne', 'et']",2,0.5
193,apos,N,4,['apos'],0,0.75
194,appen,N,5,"['ap', 'pen']",1,0.6
195,appes,N,5,"['ap', 'pes']",1,0.6
196,appis,N,5,"['app', 'is']",1,0.6
197,aps,N,3,"['ap', 's']",1,0.33
198,apteer,N,6,"['ap', 'te', 'er']",2,0.5
199,aptiem,N,6,"['ap', 'tiem']",1,0.67
200,ard,N,3,['ard'],0,0.67
201,ardaak,N,6,"['ar', 'da', 'ak']",2,0.5
202,arder,N,5,"['ar', 'der']",1,0.6
203,ardeur,N,6,"['ar', 'deur']",1,0.67
204,ardog,N,5,"['ardo', 'g']",1,0.6
205,arf,N,3,"['ar', 'f']",1,0.33
206,arkee,N,5,"['ar', 'kee']",1,0.6
207,arkweef,N,7,"['ar', 'k', 'we', 'ef']",3,0.43
208,armers,N,6,"['arm', 'ers']",1,0.67
209,arnast,N,6,"['ar', 'n', 'ast']",2,0.5
210,arnient,N,7,"['ar', 'ni', 'ent']",2,0.57
211,arrijd,N,6,"['ar', 'rij', 'd']",2,0.5
212,arschrift,N,9,"['ar', 'schri', 'ft']",2,0.67
213,arschrikt,N,9,"['ar', 'schri', 'kt']",2,0.67
214,arsel,N,5,"['ar', 'sel']",1,0.6
215,arsels,N,6,"['ar', 'sel', 's']",2,0.5
216,arsen,N,5,"['ar', 'sen']",1,0.6
217,arslag,N,6,"['ar', 'slag']",1,0.67
218,artij,N,5,"['ar', 'tij']",1,0.6
219,artocht,N,7,"['ar', 'tocht']",1,0.71
220,arvaar,N,6,"['ar', 'vaar']",1,0.67
221,arweg,N,5,"['ar', 'weg']",1,0.6
222,arwies,N,6,"['ar', 'wies']",1,0.67
223,arza,N,4,"['ar', 'za']",1,0.5
224,arzie,N,5,"['ar', 'zie']",1,0.6
225,asca's,N,6,"['as', 'ca', ""'"", 's']",3,0.33
226,asen,N,4,"['as', 'en']",1,0.5
227,asfonk,N,6,"['as', 'fon', 'k']",2,0.5
228,asgaan,N,6,"['as', 'gaan']",1,0.67
229,asgroef,N,7,"['as', 'gro', 'ef']",2,0.57
230,asha,N,4,"['as', 'ha']",1,0.5
231,ashaar,N,6,"['as', 'haar']",1,0.67
232,asho,N,4,"['as', 'ho']",1,0.5
233,askad,N,5,"['ask', 'ad']",1,0.6
234,asker,N,5,"['as', 'ker']",1,0.6
235,askers,N,6,"['as', 'kers']",1,0.67
236,asleer,N,6,"['as', 'leer']",1,0.67
237,asmars,N,6,"['as', 'mars']",1,0.67
238,asnact,N,6,"['as', 'n', 'act']",2,0.5
239,asser,N,5,"['as', 'ser']",1,0.6
240,assiek,N,6,"['as', 'sie', 'k']",2,0.5
241,asstel,N,6,"['as', 'stel']",1,0.67
242,astee,N,5,"['as', 'tee']",1,0.6
243,asts,N,4,"['as', 'ts']",1,0.5
244,asuun,N,5,"['as', 'u', 'un']",2,0.4
245,ate,N,3,['ate'],0,0.67
246,atel,N,4,"['a', 'tel']",1,0.5
247,atens,N,5,"['at', 'ens']",1,0.6
248,atert,N,5,"['at', 'ert']",1,0.6
249,atgal,N,5,"['at', 'gal']",1,0.6
250,aths,N,4,"['ath', 's']",1,0.5
251,atkang,N,6,"['at', 'k', 'ang']",2,0.5
252,atrim,N,5,"['atr', 'im']",1,0.6
253,atroer,N,6,"['atro', 'er']",1,0.67
254,atroop,N,6,"['atro', 'op']",1,0.67
255,ats,N,3,['ats'],0,0.67
256,atslond,N,7,"['ats', 'l', 'ond']",2,0.57
257,atter,N,5,"['at', 'ter']",1,0.6
258,atzas,N,5,"['at', 'zas']",1,0.6
259,aulaars,N,7,"['au', 'laars']",1,0.71
260,auleer,N,6,"['au', 'leer']",1,0.67
261,aupurg,N,6,"['au', 'pur', 'g']",2,0.5
262,aurast,N,6,"['aur', 'ast']",1,0.67
263,avels,N,5,"['a', 'vel', 's']",2,0.4
264,aven,N,4,['aven'],0,0.75
265,averst,N,6,"['aver', 'st']",1,0.67
266,avinst,N,6,"['av', 'inst']",1,0.67
267,ax,N,2,['ax'],0,0.5
268,azems,N,5,"['az', 'em', 's']",2,0.4
269,azzes,N,5,"['az', 'zes']",1,0.6
270,ba's,N,4,"['ba', ""'"", 's']",2,0.25
271,baadgaard,N,9,"['ba', 'ad', 'ga', 'ard']",3,0.56
272,baadstronk,N,10,"['ba', 'ad', 'str', 'on', 'k']",4,0.5
273,baadwerk,N,8,"['ba', 'ad', 'werk']",2,0.62
274,baaf,N,4,"['ba', 'af']",1,0.5
275,baag,N,4,"['ba', 'ag']",1,0.5
276,baagt,N,5,"['ba', 'agt']",1,0.6
277,baaiend,N,7,"['ba', 'ai', 'end']",2,0.57
278,baakschap,N,9,"['ba', 'ak', 'schap']",2,0.67
279,baam,N,4,"['ba', 'am']",1,0.5
280,baamde,N,6,"['ba', 'am', 'de']",2,0.5
281,baamgriep,N,9,"['ba', 'am', 'grie', 'p']",3,0.56
282,baap,N,4,"['ba', 'ap']",1,0.5
283,baarsen,N,7,"['baar', 'sen']",1,0.71
284,baarsten,N,8,"['baar', 'sten']",1,0.75
285,baartlui,N,8,"['baar', 't', 'lui']",2,0.62
286,baastman,N,8,"['ba', 'ast', 'man']",2,0.62
287,baatmerg,N,8,"['ba', 'at', 'mer', 'g']",3,0.5
288,bab,N,3,['bab'],0,0.67
289,bacht,N,5,"['ba', 'cht']",1,0.6
290,bachten,N,7,"['ba', 'chten']",1,0.71
291,bachter,N,7,"['ba', 'chter']",1,0.71
292,bachtjes,N,8,"['ba', 'cht', 'jes']",2,0.62
293,bachtte,N,7,"['ba', 'cht', 'te']",2,0.57
294,bachtten,N,8,"['ba', 'cht', 'ten']",2,0.62
295,bactris,N,7,"['bac', 'tr', 'is']",2,0.57
296,badgad,N,6,"['bad', 'g', 'ad']",2,0.5
297,badhots,N,7,"['bad', 'ho', 'ts']",2,0.57
298,badsen,N,6,"['bad', 'sen']",1,0.67
299,badses,N,6,"['bad', 'ses']",1,0.67
300,badstaard,N,9,"['bad', 'sta', 'ard']",2,0.67
301,badu,N,4,"['bad', 'u']",1,0.5
302,badwiep,N,7,"['bad', 'wie', 'p']",2,0.57
303,baf,N,3,"['b', 'af']",1,0.33
304,bafdoe,N,6,"['b', 'af', 'doe']",2,0.5
305,bafel,N,5,"['b', 'af', 'el']",2,0.4
306,bafin,N,5,"['b', 'afin']",1,0.6
307,bafjes,N,6,"['b', 'af', 'jes']",2,0.5
308,bafrand,N,7,"['ba', 'fr', 'and']",2,0.57
309,baft,N,4,"['b', 'af', 't']",2,0.25
310,bagden,N,6,"['bag', 'den']",1,0.67
311,bagen,N,5,"['ba', 'gen']",1,0.6
312,bagjus,N,6,"['bag', 'jus']",1,0.67
313,bai,N,3,['bai'],0,0.67
314,baims,N,5,"['ba', 'im', 's']",2,0.4
315,bair,N,4,"['ba', 'ir']",1,0.5
316,bakhoed,N,7,"['bak', 'ho', 'ed']",2,0.57
317,bakke,N,5,"['bak', 'ke']",1,0.6
318,bakmuits,N,8,"['bak', 'm', 'uits']",2,0.62
319,bakmuw,N,6,"['bak', 'mu', 'w']",2,0.5
320,bakstel,N,7,"['bak', 'stel']",1,0.71
321,bakstels,N,8,"['bak', 'ste', 'ls']",2,0.62
322,bakwerk,N,7,"['bak', 'werk']",1,0.71
323,baldet,N,6,"['bal', 'det']",1,0.67
324,baldien,N,7,"['bal', 'dien']",1,0.71
325,baldin,N,6,"['bal', 'din']",1,0.67
326,balept,N,6,"['b', 'ale', 'pt']",2,0.5
327,balfuwt,N,7,"['bal', 'fu', 'w', 't']",3,0.43
328,balgert,N,7,"['bal', 'ger', 't']",2,0.57
329,balget,N,6,"['bal', 'get']",1,0.67
330,balig,N,5,"['bal', 'ig']",1,0.6
331,balik,N,5,"['b', 'ali', 'k']",2,0.4
332,balin,N,5,"['bal', 'in']",1,0.6
333,balla,N,5,"['bal', 'la']",1,0.6
334,balle,N,5,['balle'],0,0.8
335,ballpicks,N,9,"['ball', 'pic', 'ks']",2,0.67
336,balme,N,5,"['bal', 'me']",1,0.6
337,balven,N,6,"['bal', 'ven']",1,0.67
338,bam,N,3,"['b', 'am']",1,0.33
339,bamaat,N,6,"['b', 'ama', 'at']",2,0.5
340,bamdees,N,7,"['b', 'am', 'de', 'es']",3,0.43
341,bamen,N,5,"['b', 'amen']",1,0.6
342,bamier,N,6,"['b', 'am', 'ier']",2,0.5
343,bammen,N,6,"['b', 'am', 'men']",2,0.5
344,bamp,N,4,"['b', 'amp']",1,0.5
345,bamser,N,6,"['b', 'am', 'ser']",2,0.5
346,bamweg,N,6,"['b', 'am', 'weg']",2,0.5
347,banbons,N,7,"['ban', 'bons']",1,0.71
348,bancon,N,6,"['ban', 'con']",1,0.67
349,bandins,N,7,"['band', 'ins']",1,0.71
350,baneer,N,6,"['ban', 'eer']",1,0.67
351,banjaar,N,7,"['ban', 'jaar']",1,0.71
352,bankeert,N,8,"['ban', 'keert']",1,0.75
353,bankhaaf,N,8,"['bank', 'ha', 'af']",2,0.62
354,bankrein,N,8,"['ban', 'kre', 'in']",2,0.62
355,bannens,N,7,"['b', 'ann', 'ens']",2,0.57
356,bannons,N,7,"['b', 'ann', 'ons']",2,0.57
357,banon,N,5,"['ban', 'on']",1,0.6
358,bans,N,4,"['b', 'ans']",1,0.5
359,banze,N,5,"['ban', 'ze']",1,0.6
360,bap,N,3,['bap'],0,0.67
361,bapen,N,5,"['bap', 'en']",1,0.6
362,bapje,N,5,"['bap', 'je']",1,0.6
363,bapjes,N,6,"['bap', 'jes']",1,0.67
364,bappen,N,6,"['bap', 'pen']",1,0.67
365,bapte,N,5,"['bap', 'te']",1,0.6
366,bardjas,N,7,"['b', 'ard', 'jas']",2,0.57
367,bargaart,N,8,"['bar', 'ga', 'art']",2,0.62
368,bargdall,N,8,"['bar', 'g', 'd', 'all']",3,0.5
369,barhoord,N,8,"['bar', 'ho', 'ord']",2,0.62
370,barin,N,5,"['bar', 'in']",1,0.6
371,barkje,N,6,"['bar', 'kje']",1,0.67
372,barkjes,N,7,"['bar', 'k', 'jes']",2,0.57
373,barmde,N,6,"['bar', 'm', 'de']",2,0.5
374,barsen,N,6,"['bar', 'sen']",1,0.67
375,barte,N,5,"['bar', 'te']",1,0.6
376,barten,N,6,"['bar', 'ten']",1,0.67
377,bartjes,N,7,"['b', 'art', 'jes']",2,0.57
378,barts,N,5,"['bar', 'ts']",1,0.6
379,bartte,N,6,"['b', 'art', 'te']",2,0.5
380,bartten,N,7,"['b', 'art', 'ten']",2,0.57
381,barzier,N,7,"['bar', 'zier']",1,0.71
382,basbaal,N,7,"['bas', 'ba', 'al']",2,0.57
383,baseft,N,6,"['bas', 'eft']",1,0.67
384,basmes,N,6,"['bas', 'mes']",1,0.67
385,basoopt,N,7,"['bas', 'o', 'opt']",2,0.57
386,bassat,N,6,"['bass', 'at']",1,0.67
387,bastet,N,6,"['bas', 'te', 't']",2,0.5
388,bastoorns,N,9,"['bas', 'toor', 'ns']",2,0.67
389,bastoots,N,8,"['bas', 'too', 'ts']",2,0.62
390,batak,N,5,"['bat', 'ak']",1,0.6
391,batans,N,6,"['bat', 'ans']",1,0.67
392,bater,N,5,"['bat', 'er']",1,0.6
393,baters,N,6,"['bat', 'ers']",1,0.67
394,batgrond,N,8,"['bat', 'grond']",1,0.75
395,batje,N,5,"['bat', 'je']",1,0.6
396,batpad,N,6,"['bat', 'pad']",1,0.67
397,baven,N,5,"['ba', 'ven']",1,0.6
398,baver,N,5,"['ba', 'ver']",1,0.6
399,baxen,N,5,"['ba', 'x', 'en']",2,0.4
400,bazeegd,N,7,"['ba', 'ze', 'eg', 'd']",3,0.43
401,beaart,N,6,"['be', 'aar', 't']",2,0.5
402,beaasd,N,6,"['be', 'a', 'as', 'd']",3,0.33
403,beals,N,5,"['be', 'als']",1,0.6
404,bealy,N,5,"['be', 'aly']",1,0.6
405,beb,N,3,['beb'],0,0.67
406,bebaaid,N,7,"['be', 'ba', 'aid']",2,0.57
407,bebaard,N,7,"['be', 'baar', 'd']",2,0.57
408,bebeelt,N,7,"['be', 'be', 'elt']",2,0.57
409,bebenkt,N,7,"['be', 'ben', 'kt']",2,0.57
410,bebest,N,6,"['be', 'best']",1,0.67
411,bebied,N,6,"['beb', 'ied']",1,0.67
412,bebijk,N,6,"['be', 'bij', 'k']",2,0.5
413,beblier,N,7,"['be', 'bli', 'er']",2,0.57
414,bebon,N,5,"['be', 'bon']",1,0.6
415,bebrenst,N,8,"['be', 'bren', 'st']",2,0.62
416,becht,N,5,"['be', 'cht']",1,0.6
417,bechte,N,6,"['be', 'chte']",1,0.67
418,bechter,N,7,"['be', 'chter']",1,0.71
419,bechtste,N,8,"['be', 'chts', 'te']",2,0.62
420,becling,N,7,"['be', 'cl', 'ing']",2,0.57
421,becten,N,6,"['bec', 'ten']",1,0.67
422,bedaarn,N,7,"['be', 'daar', 'n']",2,0.57
423,bedaft,N,6,"['be', 'da', 'ft']",2,0.5
424,bedams,N,6,"['be', 'dam', 's']",2,0.5
425,bedangt,N,7,"['bed', 'ang', 't']",2,0.57
426,bedeefd,N,7,"['be', 'de', 'ef', 'd']",3,0.43
427,bedinct,N,7,"['be', 'din', 'ct']",2,0.57
428,bedit,N,5,"['be', 'dit']",1,0.6
429,bedkrui,N,7,"['bed', 'kru', 'i']",2,0.57
430,bedlijk,N,7,"['bed', 'lijk']",1,0.71
431,bedoept,N,7,"['bedo', 'ep', 't']",2,0.57
432,bedoogt,N,7,"['bedo', 'og', 't']",2,0.57
433,bedraalt,N,8,"['be', 'dra', 'alt']",2,0.62
434,bedraam,N,7,"['be', 'dra', 'am']",2,0.57
435,bedraar,N,7,"['be', 'dra', 'ar']",2,0.57
436,bedraast,N,8,"['be', 'dra', 'ast']",2,0.62
437,bedraat,N,7,"['be', 'dra', 'at']",2,0.57
438,bedram,N,6,"['bedr', 'am']",1,0.67
439,bedreedt,N,8,"['be', 'dre', 'edt']",2,0.62
440,bedreesd,N,8,"['be', 'dre', 'es', 'd']",3,0.5
441,bedreim,N,7,"['be', 'dre', 'im']",2,0.57
442,bedrekt,N,7,"['be', 'dre', 'kt']",2,0.57
443,bedrend,N,7,"['bedr', 'end']",1,0.71
444,bedriem,N,7,"['bedr', 'ie', 'm']",2,0.57
445,bedriet,N,7,"['be', 'dri', 'et']",2,0.57
446,bedrijdt,N,8,"['bedr', 'ij', 'dt']",2,0.62
447,bedrijns,N,8,"['bedr', 'ijn', 's']",2,0.62
448,bedro,N,5,"['be', 'dro']",1,0.6
449,bedroed,N,7,"['be', 'dro', 'ed']",2,0.57
450,bedroem,N,7,"['be', 'dro', 'em']",2,0.57
451,bedroeps,N,8,"['be', 'dro', 'ep', 's']",3,0.5
452,bedroept,N,8,"['be', 'dro', 'ep', 't']",3,0.5
453,bedrok,N,6,"['be', 'dro', 'k']",2,0.5
454,bedult,N,6,"['be', 'du', 'lt']",2,0.5
455,bedwalt,N,7,"['bed', 'wal', 't']",2,0.57
456,bee,N,3,"['be', 'e']",1,0.33
457,beed,N,4,"['be', 'ed']",1,0.5
458,beeds,N,5,"['be', 'eds']",1,0.6
459,beedt,N,5,"['be', 'edt']",1,0.6
460,beedwerk,N,8,"['be', 'ed', 'werk']",2,0.62
461,beeg,N,4,"['be', 'eg']",1,0.5
462,beeke,N,5,"['be', 'e', 'ke']",2,0.4
463,beel,N,4,"['be', 'el']",1,0.5
464,beelde,N,6,"['be', 'elde']",1,0.67
465,beeldpoos,N,9,"['beeld', 'po', 'os']",2,0.67
466,beeltjes,N,8,"['be', 'el', 'tjes']",2,0.62
467,beem,N,4,"['be', 'em']",1,0.5
468,beening,N,7,"['been', 'ing']",1,0.71
469,beepbeeld,N,9,"['be', 'ep', 'beeld']",2,0.67
470,beernen,N,7,"['beer', 'nen']",1,0.71
471,bees,N,4,"['be', 'es']",1,0.5
472,beesden,N,7,"['be', 'es', 'den']",2,0.57
473,beestschaak,N,11,"['be', 'est', 'scha', 'ak']",3,0.64
474,beestschern,N,11,"['be', 'est', 'sch', 'ern']",3,0.64
475,beeten,N,6,"['be', 'eten']",1,0.67
476,beeter,N,6,"['be', 'eter']",1,0.67
477,beetwand,N,8,"['be', 'et', 'w', 'and']",3,0.5
478,befijpt,N,7,"['be', 'fij', 'pt']",2,0.57
479,befluit,N,7,"['be', 'f', 'luit']",2,0.57
480,beg,N,3,['beg'],0,0.67
481,begaald,N,7,"['be', 'ga', 'ald']",2,0.57
482,begaard,N,7,"['be', 'ga', 'ard']",2,0.57
483,begalt,N,6,"['be', 'gal', 't']",2,0.5
484,begast,N,6,"['beg', 'ast']",1,0.67
485,begen,N,5,"['be', 'gen']",1,0.6
486,begielt,N,7,"['be', 'gi', 'elt']",2,0.57
487,beglank,N,7,"['beg', 'lan', 'k']",2,0.57
488,begook,N,6,"['be', 'go', 'ok']",2,0.5
489,begookt,N,7,"['be', 'go', 'ok', 't']",3,0.43
