,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
33,absipsed,N,8,"['ab', 's', 'ip', 's', 'ed']",4,0.38
34,absirl,N,6,"['ab', 's', 'ir', 'l']",3,0.33
35,abslete,N,7,"['ab', 's', 'le', 'te']",3,0.43
36,absletes,N,8,"['ab', 's', 'le', 't', 'es']",4,0.38
37,absord,N,6,"['ab', 's', 'or', 'd']",3,0.33
38,absords,N,7,"['ab', 's', 'or', 'ds']",3,0.43
39,absost,N,6,"['ab', 'so', 'st']",2,0.5
40,absosts,N,7,"['ab', 'so', 'st', 's']",3,0.43
41,absount,N,7,"['ab', 's', 'oun', 't']",3,0.43
42,absounts,N,8,"['ab', 's', 'oun', 'ts']",3,0.5
43,abstrade,N,8,"['ab', 'str', 'ade']",2,0.62
44,abstrides,N,9,"['ab', 'str', 'id', 'es']",3,0.56
45,abstuened,N,9,"['ab', 'st', 'u', 'en', 'ed']",4,0.44
46,abstuent,N,8,"['ab', 'st', 'u', 'ent']",3,0.5
47,absuse,N,6,"['ab', 'su', 'se']",2,0.5
48,absused,N,7,"['ab', 's', 'used']",2,0.57
49,abud,N,4,"['ab', 'ud']",1,0.5
50,abusts,N,6,"['ab', 'ust', 's']",2,0.5
51,abvid,N,5,"['ab', 'v', 'id']",2,0.4
52,abwipt,N,6,"['ab', 'w', 'ip', 't']",3,0.33
53,acaned,N,6,"['ac', 'an', 'ed']",2,0.5
54,acax,N,4,"['ac', 'a', 'x']",2,0.25
55,accar,N,5,"['ac', 'c', 'ar']",2,0.4
56,accars,N,6,"['ac', 'c', 'ar', 's']",3,0.33
57,acclo,N,5,"['ac', 'clo']",1,0.6
58,accrieve,N,8,"['ac', 'cr', 'ie', 've']",3,0.5
59,accrieved,N,9,"['ac', 'cr', 'ie', 'ved']",3,0.56
60,accrond,N,7,"['ac', 'cr', 'on', 'd']",3,0.43
61,accubes,N,7,"['ac', 'c', 'u', 'b', 'es']",4,0.29
62,accult,N,6,"['ac', 'c', 'ult']",2,0.5
63,accune,N,6,"['ac', 'c', 'un', 'e']",3,0.33
64,accurd,N,6,"['ac', 'cur', 'd']",2,0.5
65,accures,N,7,"['ac', 'c', 'ures']",2,0.57
66,accusts,N,7,"['ac', 'c', 'ust', 's']",3,0.43
67,aced,N,4,"['ac', 'ed']",1,0.5
68,achens,N,6,"['ach', 'ens']",1,0.67
69,achms,N,5,"['ach', 'ms']",1,0.6
70,achop,N,5,"['ach', 'op']",1,0.6
71,aciss,N,5,"['ac', 'iss']",1,0.6
72,acive,N,5,"['ac', 'ive']",1,0.6
73,acks,N,4,"['ack', 's']",1,0.5
74,acloot,N,6,"['ac', 'lo', 'ot']",2,0.5
75,acnant,N,6,"['ac', 'n', 'ant']",2,0.5
76,acone,N,5,"['ac', 'one']",1,0.6
77,acorked,N,7,"['ac', 'or', 'k', 'ed']",3,0.43
78,acqure,N,6,"['ac', 'qu', 're']",2,0.5
79,acqured,N,7,"['ac', 'qu', 're', 'd']",3,0.43
80,acreds,N,6,"['ac', 're', 'ds']",2,0.5
81,acruist,N,7,"['ac', 'r', 'u', 'ist']",3,0.43
82,acsuakes,N,8,"['ac', 'su', 'ak', 'es']",3,0.5
83,acter,N,5,"['ac', 'ter']",1,0.6
84,acters,N,6,"['act', 'ers']",1,0.67
85,actot,N,5,"['ac', 'to', 't']",2,0.4
86,acung,N,5,"['ac', 'un', 'g']",2,0.4
87,adaints,N,7,"['ad', 'ain', 'ts']",2,0.57
88,adbells,N,7,"['ad', 'be', 'll', 's']",3,0.43
89,adbly,N,5,"['ad', 'b', 'ly']",2,0.4
90,adbries,N,7,"['ad', 'br', 'ies']",2,0.57
91,adbu,N,4,"['ad', 'bu']",1,0.5
92,adbys,N,5,"['ad', 'by', 's']",2,0.4
93,adcorb,N,6,"['ad', 'cor', 'b']",2,0.5
94,adcorbs,N,7,"['ad', 'cor', 'b', 's']",3,0.43
95,adcorts,N,7,"['ad', 'c', 'ort', 's']",3,0.43
96,addal,N,5,"['add', 'al']",1,0.6
97,addaled,N,7,"['add', 'al', 'ed']",2,0.57
98,addave,N,6,"['add', 'a', 've']",2,0.5
99,adday,N,5,"['ad', 'day']",1,0.6
100,addeared,N,8,"['ad', 'de', 'are', 'd']",3,0.5
101,addend,N,6,"['add', 'end']",1,0.67
102,addends,N,7,"['add', 'end', 's']",2,0.57
103,addralt,N,7,"['ad', 'dr', 'al', 't']",3,0.43
104,addre,N,5,"['add', 're']",1,0.6
105,addume,N,6,"['add', 'um', 'e']",2,0.5
106,addunds,N,7,"['add', 'un', 'ds']",2,0.57
107,addured,N,7,"['add', 'ure', 'd']",2,0.57
108,addushed,N,8,"['add', 'us', 'h', 'ed']",3,0.5
109,adeen,N,5,"['ade', 'en']",1,0.6
110,adfle,N,5,"['ad', 'f', 'le']",2,0.4
111,adfler,N,6,"['ad', 'fl', 'er']",2,0.5
112,adfles,N,6,"['ad', 'fl', 'es']",2,0.5
113,adhands,N,7,"['ad', 'hand', 's']",2,0.57
114,adhirds,N,7,"['ad', 'h', 'ir', 'ds']",3,0.43
115,adhist,N,6,"['ad', 'h', 'ist']",2,0.5
116,adiffs,N,6,"['ad', 'if', 'f', 's']",3,0.33
117,adle,N,4,"['ad', 'le']",1,0.5
118,adlears,N,7,"['ad', 'lear', 's']",2,0.57
119,adleys,N,6,"['ad', 'le', 'y', 's']",3,0.33
120,adloss,N,6,"['ad', 'lo', 'ss']",2,0.5
121,adly,N,4,"['ad', 'ly']",1,0.5
122,admar,N,5,"['ad', 'm', 'ar']",2,0.4
123,admueurs,N,8,"['ad', 'm', 'ue', 'ur', 's']",4,0.38
124,admuffs,N,7,"['ad', 'm', 'u', 'f', 'f', 's']",5,0.14
125,admugned,N,8,"['ad', 'm', 'ug', 'n', 'ed']",4,0.38
126,admunds,N,7,"['ad', 'm', 'un', 'ds']",3,0.43
127,admurst,N,7,"['ad', 'm', 'ur', 'st']",3,0.43
128,adom,N,4,"['ad', 'om']",1,0.5
129,adsen,N,5,"['ad', 's', 'en']",2,0.4
130,adstied,N,7,"['ad', 'st', 'ied']",2,0.57
131,adter,N,5,"['ad', 'ter']",1,0.6
132,advioned,N,8,"['ad', 'v', 'ion', 'ed']",3,0.5
133,adwocked,N,8,"['ad', 'wo', 'ck', 'ed']",3,0.5
134,adwoke,N,6,"['ad', 'wo', 'ke']",2,0.5
135,adwolds,N,7,"['ad', 'w', 'old', 's']",3,0.43
136,adwosks,N,7,"['ad', 'wo', 's', 'k', 's']",4,0.29
137,adwouched,N,9,"['ad', 'w', 'ou', 'ch', 'ed']",4,0.44
138,adwourts,N,8,"['ad', 'w', 'our', 'ts']",3,0.5
139,aecher,N,6,"['a', 'e', 'ch', 'er']",3,0.33
140,aekom,N,5,"['a', 'ek', 'om']",2,0.4
141,aertion,N,7,"['a', 'er', 't', 'ion']",3,0.43
142,aesful,N,6,"['a', 'es', 'ful']",2,0.5
143,afalt,N,5,"['af', 'al', 't']",2,0.4
144,afas,N,4,"['af', 'as']",1,0.5
145,afed,N,4,"['af', 'ed']",1,0.5
146,afel,N,4,"['a', 'fe', 'l']",2,0.25
147,afept,N,5,"['a', 'fe', 'p', 't']",3,0.2
148,afepts,N,6,"['a', 'fe', 'p', 'ts']",3,0.33
149,aferes,N,6,"['af', 'er', 'es']",2,0.5
150,aferned,N,7,"['af', 'er', 'n', 'ed']",3,0.43
151,afes,N,4,"['af', 'es']",1,0.5
152,affeal,N,6,"['af', 'fe', 'al']",2,0.5
153,affecks,N,7,"['af', 'fe', 'ck', 's']",3,0.43
154,affelts,N,7,"['af', 'fe', 'l', 'ts']",3,0.43
155,affends,N,7,"['af', 'f', 'end', 's']",3,0.43
156,afflane,N,7,"['af', 'fl', 'an', 'e']",3,0.43
157,afflarts,N,8,"['af', 'fl', 'art', 's']",3,0.5
158,affolds,N,7,"['af', 'f', 'old', 's']",3,0.43
159,affope,N,6,"['af', 'f', 'op', 'e']",3,0.33
160,afforts,N,7,"['af', 'for', 'ts']",2,0.57
161,affranes,N,8,"['af', 'fr', 'an', 'es']",3,0.5
162,affrins,N,7,"['af', 'fr', 'ins']",2,0.57
163,affrows,N,7,"['af', 'fr', 'ow', 's']",3,0.43
164,affug,N,5,"['af', 'f', 'ug']",2,0.4
165,affund,N,6,"['af', 'fun', 'd']",2,0.5
166,affurned,N,8,"['af', 'f', 'urn', 'ed']",3,0.5
167,affuse,N,6,"['af', 'f', 'use']",2,0.5
168,affuth,N,6,"['af', 'f', 'u', 'th']",3,0.33
169,afia,N,4,"['af', 'ia']",1,0.5
170,afoins,N,6,"['af', 'o', 'ins']",2,0.5
171,afoods,N,6,"['af', 'o', 'od', 's']",3,0.33
172,afoys,N,5,"['af', 'o', 'y', 's']",3,0.2
173,afress,N,6,"['af', 'ress']",1,0.67
174,afrome,N,6,"['a', 'from', 'e']",2,0.5
175,afrons,N,6,"['a', 'fr', 'on', 's']",3,0.33
176,afrorm,N,6,"['a', 'fr', 'or', 'm']",3,0.33
177,afstint,N,7,"['af', 'st', 'int']",2,0.57
178,aftus,N,5,"['af', 't', 'us']",2,0.4
179,agbuct,N,6,"['ag', 'bu', 'ct']",2,0.5
180,agelier,N,7,"['age', 'li', 'er']",2,0.57
181,agemess,N,7,"['ag', 'em', 'ess']",2,0.57
182,agfor,N,5,"['ag', 'for']",1,0.6
183,agfors,N,6,"['ag', 'for', 's']",2,0.5
184,aggect,N,6,"['ag', 'ge', 'ct']",2,0.5
185,aggess,N,6,"['ag', 'g', 'ess']",2,0.5
186,aggey,N,5,"['ag', 'ge', 'y']",2,0.4
187,aggeys,N,6,"['ag', 'ge', 'y', 's']",3,0.33
188,aggraimed,N,9,"['ag', 'gr', 'a', 'im', 'ed']",4,0.44
189,aggraims,N,8,"['ag', 'gr', 'a', 'im', 's']",4,0.38
190,aggrues,N,7,"['ag', 'gr', 'ues']",2,0.57
191,aghect,N,6,"['ag', 'he', 'ct']",2,0.5
192,aghonced,N,8,"['ag', 'h', 'on', 'ced']",3,0.5
193,agift,N,5,"['ag', 'if', 't']",2,0.4
194,agims,N,5,"['ag', 'im', 's']",2,0.4
195,agincts,N,7,"['ag', 'in', 'ct', 's']",3,0.43
196,agive,N,5,"['ag', 'ive']",1,0.6
197,agix,N,4,"['ag', 'ix']",1,0.5
198,agler,N,5,"['ag', 'l', 'er']",2,0.4
199,agok,N,4,"['ag', 'ok']",1,0.5
200,agope,N,5,"['ag', 'op', 'e']",2,0.4
201,agright,N,7,"['ag', 'right']",1,0.71
202,agshess,N,7,"['ag', 'sh', 'ess']",2,0.57
203,agstess,N,7,"['ag', 'st', 'ess']",2,0.57
204,agtrain,N,7,"['ag', 'tr', 'ain']",2,0.57
205,agtrained,N,9,"['ag', 'tr', 'ain', 'ed']",3,0.56
206,agur,N,4,"['ag', 'ur']",1,0.5
207,ahoits,N,6,"['a', 'ho', 'its']",2,0.5
208,ahokes,N,6,"['a', 'h', 'ok', 'es']",3,0.33
209,ahor,N,4,"['a', 'h', 'or']",2,0.25
210,ahord,N,5,"['a', 'h', 'or', 'd']",3,0.2
211,ahords,N,6,"['a', 'h', 'or', 'ds']",3,0.33
212,ahries,N,6,"['a', 'h', 'r', 'ies']",3,0.33
213,ahun,N,4,"['a', 'h', 'un']",2,0.25
214,aice,N,4,"['a', 'ice']",1,0.5
215,aices,N,5,"['a', 'ices']",1,0.6
216,aicipes,N,7,"['a', 'ic', 'ip', 'es']",3,0.43
217,aier,N,4,"['a', 'i', 'er']",2,0.25
218,aight,N,5,"['a', 'ight']",1,0.6
219,aights,N,6,"['a', 'ight', 's']",2,0.5
220,ailpay,N,6,"['ail', 'p', 'ay']",2,0.5
221,ailpays,N,7,"['ail', 'p', 'ay', 's']",3,0.43
222,ainfogue,N,8,"['ain', 'fo', 'g', 'ue']",3,0.5
223,ainlibes,N,8,"['ain', 'li', 'b', 'es']",3,0.5
224,ains,N,4,"['ain', 's']",1,0.5
225,aints,N,5,"['ain', 'ts']",1,0.6
226,aipse,N,5,"['a', 'ip', 'se']",2,0.4
227,aipsed,N,6,"['a', 'ip', 's', 'ed']",3,0.33
228,airclaps,N,8,"['air', 'cl', 'ap', 's']",3,0.5
229,airclime,N,8,"['air', 'cl', 'im', 'e']",3,0.5
230,airclimes,N,9,"['air', 'cl', 'im', 'es']",3,0.56
231,airclip,N,7,"['air', 'c', 'li', 'p']",3,0.43
232,aircul,N,6,"['air', 'c', 'ul']",2,0.5
233,airdess,N,7,"['air', 'd', 'ess']",2,0.57
234,airdraw,N,7,"['air', 'dr', 'aw']",2,0.57
235,airdraws,N,8,"['air', 'dr', 'aw', 's']",3,0.5
236,airflails,N,9,"['air', 'fl', 'ail', 's']",3,0.56
237,airflift,N,8,"['air', 'f', 'li', 'f', 't']",4,0.38
238,airgroin,N,8,"['air', 'g', 'ro', 'in']",3,0.5
239,airguild,N,8,"['air', 'gu', 'ild']",2,0.62
240,airguilds,N,9,"['air', 'gu', 'ild', 's']",3,0.56
241,airn,N,4,"['air', 'n']",1,0.5
242,airnos,N,6,"['air', 'no', 's']",2,0.5
243,airplop,N,7,"['air', 'pl', 'op']",2,0.57
244,airshall,N,8,"['air', 'sh', 'all']",2,0.62
245,airsouth,N,8,"['air', 's', 'ou', 'th']",3,0.5
246,airstares,N,9,"['air', 'st', 'are', 's']",3,0.56
247,airstash,N,8,"['air', 'st', 'ash']",2,0.62
248,airstay,N,7,"['air', 'st', 'ay']",2,0.57
249,airstrums,N,9,"['air', 'str', 'um', 's']",3,0.56
250,aistnale,N,8,"['a', 'ist', 'n', 'al', 'e']",4,0.38
251,aists,N,5,"['a', 'ist', 's']",2,0.4
252,aiths,N,5,"['a', 'ith', 's']",2,0.4
253,aits,N,4,"['a', 'its']",1,0.5
254,aive,N,4,"['a', 'ive']",1,0.5
255,aives,N,5,"['a', 'iv', 'es']",2,0.4
256,aize,N,4,"['a', 'iz', 'e']",2,0.25
257,ajeqous,N,7,"['a', 'j', 'e', 'q', 'ous']",4,0.29
258,ajoin,N,5,"['a', 'j', 'o', 'in']",3,0.2
259,akcul,N,5,"['ak', 'c', 'ul']",2,0.4
260,akde,N,4,"['ak', 'de']",1,0.5
261,akes,N,4,"['ak', 'es']",1,0.5
262,akhs,N,4,"['ak', 'h', 's']",2,0.25
263,akrade,N,6,"['ak', 'r', 'ade']",2,0.5
264,alade,N,5,"['al', 'ade']",1,0.6
265,alamp,N,5,"['al', 'amp']",1,0.6
266,alap,N,4,"['al', 'ap']",1,0.5
267,alaves,N,6,"['al', 'av', 'es']",2,0.5
268,alawn,N,5,"['al', 'aw', 'n']",2,0.4
269,albole,N,6,"['al', 'bo', 'le']",2,0.5
270,albolls,N,7,"['al', 'b', 'ol', 'l', 's']",4,0.29
271,albust,N,6,"['al', 'b', 'ust']",2,0.5
272,alcas,N,5,"['al', 'cas']",1,0.6
273,alcimin,N,7,"['al', 'c', 'im', 'in']",3,0.43
274,alcirans,N,8,"['al', 'c', 'ir', 'ans']",3,0.5
275,aldims,N,6,"['al', 'd', 'im', 's']",3,0.33
276,alesray,N,7,"['al', 'es', 'r', 'ay']",3,0.43
277,alfives,N,7,"['al', 'f', 'iv', 'es']",3,0.43
278,alfpard,N,7,"['al', 'f', 'p', 'ard']",3,0.43
279,aliels,N,6,"['al', 'ie', 'l', 's']",3,0.33
280,alked,N,5,"['al', 'k', 'ed']",2,0.4
281,alkoe,N,5,"['al', 'k', 'o', 'e']",3,0.2
282,alks,N,4,"['al', 'k', 's']",2,0.25
283,allaced,N,7,"['all', 'ac', 'ed']",2,0.57
284,allahed,N,7,"['all', 'a', 'h', 'ed']",3,0.43
285,allald,N,6,"['all', 'al', 'd']",2,0.5
286,allaled,N,7,"['all', 'al', 'ed']",2,0.57
287,allape,N,6,"['all', 'a', 'pe']",2,0.5
288,allaps,N,6,"['all', 'ap', 's']",2,0.5
289,allar,N,5,"['all', 'ar']",1,0.6
290,alldess,N,7,"['all', 'd', 'ess']",2,0.57
291,alldets,N,7,"['all', 'd', 'et', 's']",3,0.43
292,allim,N,5,"['all', 'im']",1,0.6
293,allint,N,6,"['all', 'int']",1,0.67
294,allired,N,7,"['al', 'li', 're', 'd']",3,0.43
295,allob,N,5,"['al', 'lo', 'b']",2,0.4
296,allops,N,6,"['all', 'op', 's']",2,0.5
297,allou,N,5,"['all', 'ou']",1,0.6
298,allound,N,7,"['all', 'ound']",1,0.71
299,allsit,N,6,"['all', 's', 'it']",2,0.5
300,allye,N,5,"['ally', 'e']",1,0.6
301,almed,N,5,"['al', 'med']",1,0.6
302,almstreck,N,9,"['al', 'm', 'st', 're', 'ck']",4,0.44
303,aloid,N,5,"['al', 'o', 'id']",2,0.4
304,aloiled,N,7,"['al', 'o', 'il', 'ed']",3,0.43
305,alolds,N,6,"['al', 'old', 's']",2,0.5
306,alord,N,5,"['al', 'or', 'd']",2,0.4
307,aloss,N,5,"['al', 'o', 'ss']",2,0.4
308,alped,N,5,"['al', 'p', 'ed']",2,0.4
309,alpen,N,5,"['al', 'p', 'en']",2,0.4
310,alping,N,6,"['al', 'p', 'ing']",2,0.5
311,alsehorts,N,9,"['al', 'se', 'h', 'ort', 's']",4,0.44
312,alspouch,N,8,"['al', 'sp', 'ou', 'ch']",3,0.5
313,alsund,N,6,"['als', 'un', 'd']",2,0.5
314,alsunds,N,7,"['als', 'un', 'ds']",2,0.57
315,althos,N,6,"['alth', 'o', 's']",2,0.5
316,altzed,N,6,"['al', 't', 'z', 'ed']",3,0.33
317,alvim,N,5,"['al', 'v', 'im']",2,0.4
318,alylls,N,6,"['al', 'y', 'll', 's']",3,0.33
319,amape,N,5,"['am', 'a', 'pe']",2,0.4
320,amately,N,7,"['am', 'ate', 'ly']",2,0.57
321,amaus,N,5,"['am', 'a', 'us']",2,0.4
322,ambent,N,6,"['am', 'b', 'ent']",2,0.5
323,ambents,N,7,"['am', 'b', 'ents']",2,0.57
324,ambert,N,6,"['am', 'ber', 't']",2,0.5
325,amberts,N,7,"['am', 'ber', 'ts']",2,0.57
326,ambess,N,6,"['am', 'b', 'ess']",2,0.5
327,ambessed,N,8,"['am', 'b', 'ess', 'ed']",3,0.5
328,ambets,N,6,"['am', 'be', 'ts']",2,0.5
329,ambic,N,5,"['am', 'b', 'ic']",2,0.4
330,ambind,N,6,"['am', 'b', 'ind']",2,0.5
331,ambs,N,4,"['am', 'b', 's']",2,0.25
332,amcars,N,6,"['am', 'c', 'ar', 's']",3,0.33
333,amed,N,4,"['am', 'ed']",1,0.5
334,ameg,N,4,"['ame', 'g']",1,0.5
335,ameshed,N,7,"['am', 'es', 'h', 'ed']",3,0.43
336,amett,N,5,"['am', 'et', 't']",2,0.4
337,amhance,N,7,"['am', 'h', 'ance']",2,0.57
338,amho,N,4,"['am', 'ho']",1,0.5
339,amiance,N,7,"['am', 'i', 'ance']",2,0.57
340,amias,N,5,"['am', 'i', 'as']",2,0.4
341,amibed,N,6,"['am', 'ib', 'ed']",2,0.5
342,amion,N,5,"['am', 'ion']",1,0.6
343,amiques,N,7,"['am', 'i', 'qu', 'es']",3,0.43
344,amise,N,5,"['am', 'ise']",1,0.6
345,amives,N,6,"['am', 'iv', 'es']",2,0.5
346,amler,N,5,"['am', 'l', 'er']",2,0.4
347,amlers,N,6,"['am', 'l', 'ers']",2,0.5
348,amlo,N,4,"['am', 'lo']",1,0.5
349,amlos,N,5,"['am', 'lo', 's']",2,0.4
350,ammedes,N,7,"['am', 'med', 'es']",2,0.57
351,ammet,N,5,"['am', 'm', 'et']",2,0.4
352,ammete,N,6,"['am', 'm', 'et', 'e']",3,0.33
353,ammict,N,6,"['am', 'm', 'ict']",2,0.5
354,amna,N,4,"['am', 'n', 'a']",2,0.25
355,amning,N,6,"['am', 'ning']",1,0.67
356,amns,N,4,"['am', 'n', 's']",2,0.25
357,amom,N,4,"['am', 'om']",1,0.5
358,amoubt,N,6,"['am', 'ou', 'b', 't']",3,0.33
359,ampaigns,N,8,"['amp', 'a', 'ign', 's']",3,0.5
360,ampgrair,N,8,"['amp', 'gr', 'air']",2,0.62
361,ampgrairs,N,9,"['amp', 'gr', 'air', 's']",3,0.56
362,ampist,N,6,"['amp', 'ist']",1,0.67
363,ampiste,N,7,"['amp', 'ist', 'e']",2,0.57
364,amplal,N,6,"['am', 'pl', 'al']",2,0.5
365,amrays,N,6,"['am', 'r', 'ay', 's']",3,0.33
366,amsha,N,5,"['am', 's', 'ha']",2,0.4
367,amsice,N,6,"['am', 's', 'ice']",2,0.5
368,amsine,N,6,"['am', 's', 'ine']",2,0.5
369,amtan,N,5,"['am', 't', 'an']",2,0.4
370,amwere,N,6,"['am', 'were']",1,0.67
371,amwight,N,7,"['am', 'w', 'ight']",2,0.57
372,anacs,N,5,"['an', 'ac', 's']",2,0.4
373,anains,N,6,"['an', 'ain', 's']",2,0.5
374,anarms,N,6,"['an', 'ar', 'ms']",2,0.5
375,anbet,N,5,"['an', 'bet']",1,0.6
376,anbrams,N,7,"['an', 'br', 'am', 's']",3,0.43
377,anceards,N,8,"['ance', 'ard', 's']",2,0.62
378,anced,N,5,"['an', 'ced']",1,0.6
379,anch,N,4,"['an', 'ch']",1,0.5
380,ancher,N,6,"['an', 'ch', 'er']",2,0.5
381,anches,N,6,"['an', 'ch', 'es']",2,0.5
382,anchpays,N,8,"['an', 'ch', 'p', 'ay', 's']",4,0.38
383,anchta,N,6,"['an', 'ch', 't', 'a']",3,0.33
384,ancilled,N,8,"['anc', 'ill', 'ed']",2,0.62
385,ancing,N,6,"['anc', 'ing']",1,0.67
386,ancoose,N,7,"['an', 'co', 'ose']",2,0.57
387,ancs,N,4,"['anc', 's']",1,0.5
388,ancy,N,4,"['anc', 'y']",1,0.5
389,andas,N,5,"['and', 'as']",1,0.6
390,andow,N,5,"['and', 'ow']",1,0.6
391,andrar,N,6,"['and', 'r', 'ar']",2,0.5
392,andrars,N,7,"['and', 'r', 'ar', 's']",3,0.43
393,anea,N,4,"['an', 'e', 'a']",2,0.25
394,aneat,N,5,"['an', 'e', 'at']",2,0.4
395,aneau,N,5,"['an', 'e', 'au']",2,0.4
396,anebome,N,7,"['an', 'e', 'b', 'ome']",3,0.43
397,aned,N,4,"['an', 'ed']",1,0.5
398,anemns,N,6,"['an', 'em', 'n', 's']",3,0.33
399,aner,N,4,"['an', 'er']",1,0.5
400,anfals,N,6,"['an', 'f', 'als']",2,0.5
401,anfol,N,5,"['an', 'fol']",1,0.6
402,angder,N,6,"['ang', 'der']",1,0.67
403,angders,N,7,"['ang', 'd', 'ers']",2,0.57
404,angdete,N,7,"['ang', 'd', 'et', 'e']",3,0.43
405,angeing,N,7,"['ange', 'ing']",1,0.71
406,angies,N,6,"['ang', 'ies']",1,0.67
407,angkill,N,7,"['ang', 'k', 'ill']",2,0.57
408,angrired,N,8,"['an', 'gr', 'ire', 'd']",3,0.5
409,angsits,N,7,"['ang', 's', 'its']",2,0.57
410,anguals,N,7,"['ang', 'ual', 's']",2,0.57
411,anid,N,4,"['an', 'id']",1,0.5
412,anire,N,5,"['an', 'ire']",1,0.6
413,anired,N,6,"['an', 'ire', 'd']",2,0.5
414,ankhiles,N,8,"['ank', 'h', 'il', 'es']",3,0.5
415,ankicks,N,7,"['ank', 'ick', 's']",2,0.57
416,anks,N,4,"['ank', 's']",1,0.5
417,annaled,N,7,"['ann', 'al', 'ed']",2,0.57
418,annalked,N,8,"['ann', 'al', 'k', 'ed']",3,0.5
419,annatched,N,9,"['ann', 'atch', 'ed']",2,0.67
420,annaws,N,6,"['ann', 'aw', 's']",2,0.5
421,anned,N,5,"['ann', 'ed']",1,0.6
422,anneived,N,8,"['an', 'ne', 'iv', 'ed']",3,0.5
423,annise,N,6,"['ann', 'ise']",1,0.67
424,anob,N,4,"['an', 'ob']",1,0.5
425,anom,N,4,"['an', 'om']",1,0.5
426,anopt,N,5,"['an', 'op', 't']",2,0.4
427,anote,N,5,"['an', 'ot', 'e']",2,0.4
428,ansham,N,6,"['an', 'sh', 'am']",2,0.5
429,anshrix,N,7,"['an', 'sh', 'r', 'ix']",3,0.43
430,anslipt,N,7,"['ans', 'li', 'p', 't']",3,0.43
431,ansshome,N,8,"['ans', 'sh', 'ome']",2,0.62
432,anst,N,4,"['an', 'st']",1,0.5
433,ansus,N,5,"['ans', 'us']",1,0.6
434,ansuy,N,5,"['an', 'su', 'y']",2,0.4
435,ansved,N,6,"['ans', 'ved']",1,0.67
436,answens,N,7,"['ans', 'w', 'ens']",2,0.57
437,antail,N,6,"['ant', 'ail']",1,0.67
438,antalves,N,8,"['ant', 'al', 'ves']",2,0.62
439,antarme,N,7,"['ant', 'ar', 'me']",2,0.57
440,antaxe,N,6,"['ant', 'a', 'x', 'e']",3,0.33
441,antaxed,N,7,"['ant', 'a', 'x', 'ed']",3,0.43
442,antay,N,5,"['ant', 'ay']",1,0.6
443,anteging,N,8,"['an', 'te', 'g', 'ing']",3,0.5
444,anthel,N,6,"['an', 'the', 'l']",2,0.5
445,anthorse,N,8,"['an', 'th', 'or', 'se']",3,0.5
446,antiss,N,6,"['ant', 'iss']",1,0.67
447,antleres,N,8,"['ant', 'l', 'er', 'es']",3,0.5
448,antox,N,5,"['an', 'to', 'x']",2,0.4
449,antu,N,4,"['ant', 'u']",1,0.5
450,antyl,N,5,"['ant', 'y', 'l']",2,0.4
451,anun,N,4,"['an', 'un']",1,0.5
452,anveashed,N,9,"['an', 've', 'ash', 'ed']",3,0.56
453,anvend,N,6,"['an', 'v', 'end']",2,0.5
454,anvy,N,4,"['an', 'v', 'y']",2,0.25
455,anwot,N,5,"['an', 'w', 'ot']",2,0.4
